# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs201158093-TAA	rs201158093-TA	Matrix_ID	Matrix_name
326	-0.00384015234939566	0.506039894496238	0.50158507370169	M00045	V$E4BP4_01
327	-0.00383888038896507	0.188344639987535	0.186687132463935	M01418	V$LIM1_01
328	-0.00383844879327322	0.671159507126175	0.665253698421536	M00433	V$HMX1_01
329	-0.00383837071009507	0.294266041824032	0.291676726264561	M01453	V$CART1_03
330	-0.00382142370629612	0.338487728032659	0.335522388010309	M01454	V$HOXC5_01
331	-0.003808353214237	0.396359090663098	0.392898589909592	M01394	V$HOXA7_03
332	-0.00380416664584718	0.617454435829963	0.612069513516884	M00235	V$AHRARNT_01
333	-0.00380353895911018	0.477218422568334	0.473057205443674	M00124	V$PBX1_02
334	-0.00379241735710034	0.536454012977662	0.531789895465898	M01372	V$NKX22_02
335	-0.00378160590048382	0.238529282391136	0.236461312428574	M00347	V$GATA1_06
336	-0.00377809134231377	0.433799074450016	0.430041660121802	M01397	V$VAX1_01
337	-0.0037776195889942	0.816049046540534	0.808981596754754	M00312	V$BEL1_B
338	-0.0037703688872949	0.596174082657631	0.591020742579762	M00338	V$ATF_B
339	-0.00376631731682769	0.411018183205285	0.407469135530833	M00102	V$CDP_02
340	-0.00376206088338837	0.073626320040779	0.0729912890355867	M00742	V$HFH4_01
341	-0.00374985477152834	0.391084256864742	0.387722030941234	M00640	V$HOXA4_Q2
342	-0.00374785827781218	0.594041175088183	0.58893679723449	M01066	V$BLIMP1_Q6
343	-0.00373309545732908	0.486885217606909	0.482718000163826	M01325	V$LH2_01
344	-0.00372288575003332	0.335631335024046	0.332766512091327	M01369	V$HOXC4_01
345	-0.00372214255236658	0.0783143181213817	0.0776459894089971	M00232	V$MEF2_03
346	-0.00371266853860286	0.388945606293977	0.38563478511598	M01335	V$VSX1_01
347	-0.00370519436167449	0.373903783517175	0.370727382964422	M01370	V$HOXA4_01
348	-0.00370285658094244	0.409011057040595	0.405538594928553	M01385	V$PAX4_05
349	-0.00370056542054942	0.42048570012059	0.416918018943888	M01233	V$IPF1_01
350	-0.00369722411756906	0.323133228772883	0.320394015889765	M01328	V$ISL2_01
351	-0.00369232376165574	0.0352159691754056	0.0349178360348221	M00724	V$HNF3ALPHA_Q6
352	-0.00368836875058143	0.223319694048309	0.221431119347834	M00248	V$OCT1_07
353	-0.00368512587091741	0.275937989487518	0.273606474289633	M00744	V$POU1F1_Q6
354	-0.00367799307899139	0.686035210987748	0.680249785503571	M00412	V$AREB6_01
355	-0.00367731044241848	0.387074723054862	0.383811074110099	M01479	V$POU6F1_03
356	-0.00367157125665346	0.381804644705777	0.378590433839261	M01460	V$HOXB6_01
357	-0.00367047031208392	0.594914167070191	0.589907395552333	M01298	V$MECP2_01
358	-0.00367030257869405	0.404824265723887	0.401417437507834	M01355	V$ALX3_01
359	-0.00366625759383049	0.435106709486942	0.431449055614689	M01376	V$S8_02
360	-0.00366260297309656	0.53608455968967	0.531582525211182	M01236	V$IPF1_04
361	-0.00365713680631277	0.62419986706723	0.61896563128481	M00722	V$COREBINDINGFACTOR_Q6
362	-0.00365698531576741	0.188898648231229	0.187314701595957	M01408	V$BRN3C_01
363	-0.00365575639710047	0.510055459923353	0.505779991116901	M01326	V$GSH2_01
364	-0.0036464951151095	0.204289108337419	0.202581003330045	M01315	V$NKX52_01
365	-0.00363823799353674	0.416112790513623	0.412641427676018	M01365	V$EN1_02
366	0.00363282266131637	0.112889335703963	0.113837602364254	M00096	V$PBX1_01
367	-0.00362740013555723	0.60761985854908	0.602565911642687	M01358	V$SIX3_01
368	-0.003624701722721	0.48499194490454	0.480960957898886	M00136	V$OCT1_02
369	-0.00361978301009724	0.252873302526371	0.250774398541566	M01148	V$DMRT3_01
370	-0.00361827019931943	0.660461881478971	0.654982184258276	M01589	V$ERR2_01
371	-0.00361527404606776	0.340786112599604	0.337961021756136	M01474	V$ESX1_01
372	-0.00361479579590807	0.601365776207316	0.596381156597719	M00085	V$ZID_01
373	-0.00361342539528992	0.455790677945549	0.452014132113149	M01401	V$LBX2_01
374	-0.00360408673401502	0.440352177080387	0.436712940633469	M00135	V$OCT1_01
375	-0.00360213926766922	0.394525163718931	0.391266413507313	M00162	V$OCT1_06
376	-0.00360014720468627	0.429690880056419	0.426143618162935	M01415	V$SHOX2_01
377	-0.00359925405573142	0.419868913072868	0.416403591612772	M01117	V$OTX_Q1
378	-0.00359811867742518	0.70013777981884	0.694361119002364	M01195	V$TBX22_01
379	-0.00359649446144611	0.445341130832205	0.441668384904734	M01424	V$HOXB4_01
380	-0.00357480678681643	0.126497602665872	0.125460636992626	M00772	V$IRF_Q6
381	-0.00357464669144661	0.714954276929824	0.709093691736137	M01032	V$HNF4_Q6_02
382	-0.0035590879762894	0.576385664115476	0.57168142646087	M00459	V$STAT5B_01
383	-0.00355786960578086	0.348046843154413	0.345207187399446	M01378	V$HOXA11_01
384	-0.00354497225957451	0.148650940444235	0.147442500950079	M01467	V$HOXB13_01
385	-0.00353920329420571	0.318558383105727	0.315972899211978	M00252	V$TATA_01
386	-0.003535505106253	0.403191081918327	0.39992210750207	M01485	V$IRX3_02
387	-0.00353201827372285	0.493214715402786	0.489219779240111	M01480	V$OBOX5_02
388	-0.00352510910349202	0.426910096164636	0.423458950301505	M01468	V$DLX2_01
389	-0.00352415508365614	0.719946084472446	0.714127601221791	M00913	V$MYB_Q5_01
390	-0.00351358790507139	0.254331570321497	0.252282243730077	M00478	V$CDC5_01
391	-0.00351115281089925	0.580435043395676	0.575761302297999	M01266	V$ELF1_Q5
392	-0.00349800847898912	0.478228182508819	0.474391782509583	M00789	V$GATA_Q6
393	-0.00349465692965223	0.538468889261454	0.534153353738098	M01442	V$BSX_01
394	-0.00348295166428747	0.716707440077806	0.710982581838176	M01081	V$ZEC_01
395	-0.00347341011669577	0.603311232156463	0.598505300208605	M00017	V$ATF_01
396	-0.00346070124573339	0.495201491826253	0.491271129930352	M01022	V$LEF1_Q2_01
397	-0.00345932517282882	0.426728887115702	0.423343326417338	M01251	V$E2F1_02
398	-0.0034577819790059	0.632467987751641	0.627452373820052	M00981	V$CREBATF_Q6
399	-0.00345656537261002	0.510260725264313	0.506215660594357	M00485	V$NKX22_01
400	-0.00345576948203041	0.481823921284447	0.478005163854764	M01444	V$PMX2A_01
401	-0.0034549880999695	0.704148414091461	0.698568852175832	M00144	V$PAX5_02
402	-0.00345280802122011	0.550729042063903	0.546367893919732	M01345	V$SIX6_01
403	-0.00345022434162466	0.821146935601047	0.814649231502659	M00468	V$AP2REP_01
404	-0.00344823431858454	0.194323242216783	0.19278645326349	M01404	V$HOXD13_01
405	-0.00342449766785013	0.410884596842161	0.407657430877583	M01162	V$OG2_01
406	-0.00342152429822953	0.643076363058613	0.638029886907709	M00690	V$AP3_Q6
407	-0.00341972401034257	0.476130356146355	0.472395929978834	M01362	V$CART1_02
408	-0.003398079996563	0.503594861089037	0.499669924498033	M01381	V$OBOX5_01
409	-0.00339653930423661	0.519127217648121	0.515083051684313	M01435	V$PSX1_01
410	-0.00339565347248366	0.32099895631068	0.318498922095012	M01396	V$HOXB7_01
411	-0.00338951032396728	0.195220211021905	0.193702518568248	M01354	V$OCT1_08
412	-0.00338581061617338	0.265433010742012	0.263371709434192	M01341	V$MSX3_01
413	-0.00335769721389922	0.431057107425046	0.427737289524324	M01455	V$EN2_01
414	-0.00335760169185972	0.246173688591509	0.24427781761752	M01489	V$NKX61_03
415	-0.00335690775477523	0.62047289061278	0.615695392385542	M01407	V$TGIF2_01
416	-0.00334911126790538	0.548212208925765	0.544000867146499	M01319	V$HOXB5_01
417	-0.00333919242140468	0.52087460259725	0.516885072089764	M01417	V$ALX4_02
418	-0.00333734426526258	0.66594627994151	0.660848415402192	M01383	V$NKX3A_02
419	-0.00333405019987054	0.594788626584852	0.590239955646119	M00114	V$TAXCREB_01
420	-0.00332042334347521	0.559855024839847	0.555590942585414	M01447	V$PITX2_01
421	0.00331957779159475	0.16880412773019	0.170099344465958	M00734	V$CIZ_01
422	-0.00331604233420527	0.633273348276228	0.628456421997108	M01337	V$HOXA3_02
423	-0.00330696665189367	0.639394525984508	0.634544299889561	M00193	V$NF1_Q6
424	-0.00329643353170017	0.330334307381511	0.327836456442318	M00729	V$CDX2_Q5
425	-0.00328561185499537	0.522977711754842	0.519036104434448	M01348	V$K2B_01
426	-0.00328325653619416	0.44978824164224	0.44640067373303	M01275	V$IPF1_Q6
427	-0.0032829616020571	0.648615705161513	0.643731110782938	M00260	V$HLF_01
428	-0.00327797803294622	0.674767243363503	0.669693391761391	M01433	V$SIX2_01
429	-0.00327160910496732	0.762625576767758	0.756902182217113	M00239	V$T3R_01
430	-0.00325774170990983	0.640824224571337	0.636035240362267	M01395	V$MRG2_01
431	-0.00325307997659185	0.559423927474754	0.555249221029408	M01366	V$OTX1_01
432	-0.00324422408570224	0.586424058715936	0.582059732447689	M01327	V$VAX2_01
433	-0.00323949099294024	0.626293691234527	0.621639419196564	M01389	V$RAX_01
434	-0.00322095640676962	0.439809429457136	0.436559637277917	M01339	V$PAX7_01
435	-0.00319753661033892	0.614833089526584	0.610322942916486	M01058	V$GFI1B_01
436	-0.00317482358585212	0.763453601177591	0.75789287525638	M00194	V$NFKB_Q6
437	-0.00317351522312045	0.684846694831672	0.67986056196125	M00538	V$HTF_01
438	-0.00315882317139277	0.583941382802021	0.579709517815768	M01314	V$LHX61_01
439	-0.00315168364816421	0.588805071670896	0.584547568692169	M01452	V$HOX13_02
440	-0.0031471608060433	0.603431836393862	0.599074809788236	M01387	V$OTX2_01
441	-0.00314608541618336	0.677485402584566	0.67259534416749	M00917	V$CREB_Q4_01
442	-0.00313437069343969	0.563119900349863	0.559070407101285	M01338	V$HOXD3_01
443	0.00312802667115952	0.119858178366675	0.12072457900003	M00293	V$FREAC7_01
444	0.00310683402192607	0.834873008499865	0.840866894857789	M01250	V$E2F1_01
445	-0.00310617591523396	0.786007888346305	0.780406231780515	M00793	V$YY1_Q6
446	-0.00310604404617568	0.76212303300469	0.756691826829049	M00227	V$VMYB_02
447	-0.00310531156106969	0.721520671919089	0.716380023332578	M01346	V$TGIF_02
448	-0.00308944043292009	0.603644609399055	0.599365700531431	M00750	V$HMGIY_Q6
449	-0.00308710424505668	0.631326375313022	0.62685461744956	M00743	V$CETS168_Q6
450	-0.00308580162574776	0.592500094185367	0.58830511192453	M01441	V$OG2_02
451	-0.00308467089778874	0.544879320821141	0.541022908797619	M01393	V$MSX2_01
452	-0.00308338911221867	0.703441578225988	0.698464994954864	M00770	V$CEBP_Q3
453	-0.00307732221021639	0.645980614365482	0.641419505978401	M01463	V$DOBOX5_01
454	-0.00305648636633316	0.26631896159715	0.264451236762456	M01336	V$HOXA7_02
455	-0.00305174275936215	0.498191334666474	0.494702866188757	M00342	V$OCT1_B
456	-0.00304830460637551	0.159420525812979	0.158305474053119	M00802	V$PIT1_Q6
457	-0.00303468646205064	0.768908620210761	0.763554504088931	M00801	V$CREB_Q3
458	-0.00302667034227699	0.662327458278076	0.657727635349635	M01443	V$MOX1_01
459	-0.00301887474544588	0.638354962150318	0.633933005724978	M01402	V$HOXA2_01
460	-0.00300824407084649	0.322193646826447	0.31996960742601	M01368	V$OCT2_01
461	-0.00300483775440968	0.655212627512922	0.650694927157957	M01428	V$GSC_01
462	-0.00299389104672358	0.808659725892203	0.803104248189116	M00105	V$CDPCR3_01
463	-0.00299266743155768	0.285483858101089	0.283523387974885	M01324	V$OCTAMER_01
464	-0.00298807754881031	0.497120476355476	0.493711876485986	M00350	V$GATA3_02
465	-0.00298172249733533	0.698657739277912	0.693877414797427	M01488	V$MEIS2_01
466	-0.0029746206490308	0.785154039563968	0.779794645571362	M01651	V$P53_03
467	-0.00297403977400895	0.658090247457205	0.653599054186206	M00706	V$TFIII_Q6
468	-0.00296808922307396	0.418008554775615	0.415161507942277	M00243	V$EGR1_01
469	-0.00296556029237494	0.628685760316147	0.624407431752918	M00095	V$CDP_01
470	-0.00295618036200376	0.659982579708122	0.655505427728309	M01013	V$IPF1_Q4_01
471	-0.00294413341799249	0.67949443507285	0.674903640656623	M00922	V$SRF_Q5_01
472	-0.00294043314437475	0.622536499470354	0.618335792084257	M00623	V$CRX_Q4
473	0.00294030556877994	0.799161244697349	0.804590166072695	M00962	V$AR_Q6
474	-0.00293808407351845	0.791981947931748	0.78664212351996	M01217	V$NUR77_Q5
475	-0.00291256273555807	0.157255477397581	0.156204384040711	M01399	V$HB24_01
476	-0.00291115725653712	0.487008680450955	0.483755086954096	M00099	V$S8_01
477	-0.00290982318072497	0.263612558499714	0.261852227711111	M01451	V$HOXB8_01
478	-0.00290825981876588	0.690899399515388	0.686288237427101	M01388	V$DLX5_01
479	-0.00289801373839876	0.628279336816324	0.62410083395207	M01421	V$LHX4_01
480	-0.00289428863911018	0.624454064425477	0.620306322900311	M01371	V$GBX1_01
481	-0.00288184317139906	0.333678463935835	0.331471607485276	M01476	V$POU2F3_01
482	-0.00286831192855601	0.770216355385184	0.765146198035625	M01263	V$TBX15_01
483	-0.00286088150189306	0.66058772225768	0.656250452835828	M01445	V$OBOX6_01
484	-0.00281924218641379	0.764295990627788	0.759350597773699	M00974	V$SMAD_Q6_01
485	-0.00281682303956399	0.706448345742674	0.701881166930867	M01403	V$OTX3_01
486	0.0028119436817734	0.139977853999721	0.140887114590956	M00424	V$NKX61_01
487	-0.00280168260732661	0.533796572252656	0.53036407407613	M01361	V$HOXC10_01
488	-0.00278668580273776	0.807818252888266	0.802651415925321	M01043	V$NKX25_Q5
489	-0.00277974118801036	0.627141929577774	0.623140669698098	M01448	V$HOXD1_01
490	-0.00276523066783264	0.848693636321897	0.843307019071985	M01229	V$GTF2IRD1_01
491	-0.00276288352558512	0.677022342140593	0.672728949999186	M01438	V$IPF1_06
492	-0.00275632869875879	0.798467813523804	0.793416240044892	M00963	V$T3R_Q6
493	-0.00275455392247675	0.747670547252091	0.742943383018033	M01203	V$PU1_01
494	-0.00273490865256915	0.73601099830755	0.731390635478011	M01313	V$SIX1_01
495	-0.0027180725883687	0.851386510462573	0.846074668116715	M00184	V$MYOD_Q6
496	-0.0027140319007537	0.726287886731393	0.72176325613025	M01398	V$SIX6_02
497	-0.00270576364512493	0.651861321549151	0.647812686977114	M01330	V$HOXB3_01
498	-0.00269863014537586	0.706073605076431	0.701699790008321	M01382	V$GBX2_01
499	-0.00269625356727446	0.801567924932854	0.796606923842472	M00804	V$E2A_Q2
500	-0.00268726829456489	0.803189127004705	0.798234606886416	M01112	V$RBPJK_01
501	-0.00268713383948041	0.758255513719888	0.753578402583329	M00005	V$AP4_01
502	-0.002681724024719	0.190045126418038	0.188875232895799	M00639	V$HNF6_Q6
503	-0.00266800533037698	0.322786343497998	0.320809445716154	M01470	V$NKX63_01
504	-0.00266539775052677	0.126058333323298	0.125287044107468	M00290	V$FREAC2_01
505	-0.00265546248361745	0.730698696913194	0.72624452333985	M01349	V$HB9_01
506	-0.00264705170234825	0.726964743721086	0.722547324585596	M01359	V$DOBOX4_01
507	-0.00264600316874973	0.800196717903271	0.795336223084488	M00223	V$STAT_01
508	-0.00263053146225367	0.83036036168417	0.825346051489195	M01163	V$ELK1_03
509	0.00261906811028173	0.533967046326847	0.537196931842945	M00250	V$GFI1_01
510	-0.00259691908605819	0.605123542625498	0.601515926295412	M01427	V$NKX12_01
511	-0.00258556325214754	0.210940411151636	0.209688312628578	M00289	V$HFH3_01
512	-0.0025654398342653	0.669995630060474	0.666049536262261	M01331	V$ISX_01
513	-0.00256280320229187	0.83893204079577	0.833996020273641	M00280	V$RFX1_01
514	0.00255682323793105	0.356226072433113	0.358329468874862	M01172	V$PU1_Q4
515	-0.00255132895765955	0.725394421423772	0.721145474379344	M01475	V$EVX1_01
516	0.00253672716888376	0.303529674675756	0.305307788614384	M01308	V$SOX4_01
517	-0.00253170697318827	0.365193418696144	0.363070727443272	M01318	V$IRX3_01
518	-0.00252461005642303	0.837477724493169	0.832623480885829	M00767	V$FXR_IR1_Q6
519	-0.00252169918922202	0.829679371201619	0.824875857651757	M00496	V$STAT1_03
520	-0.00251628262519035	0.727523954981191	0.723320901932454	M00621	V$CEBPDELTA_Q6
521	-0.00250561938696506	0.731493014978867	0.72728488868406	M01181	V$NKX32_01
522	-0.00250370969257033	0.831079641919794	0.826302248028856	M00236	V$ARNT_01
523	-0.00248938939673088	0.715595657161644	0.711505574171521	M00277	V$LMO2COM_01
524	-0.0024837236457356	0.824447305267998	0.81974576030844	M01142	V$LRH1_Q5
525	-0.00247004061714988	0.802792193038647	0.798239289081921	M00420	V$MEIS1AHOXA9_01
526	-0.0024576177448616	0.798291313867299	0.793786641627229	M00251	V$XBP1_01
527	0.00245487806385425	0.340287218379712	0.342216160817157	M00747	V$IRF1_Q6
528	-0.00243417488831078	0.784872758719166	0.780485934793689	M01386	V$EVX2_01
529	-0.00237295771566655	0.757944950431823	0.753814880422328	M01461	V$EMX2_01
530	-0.00237167942723025	0.754376551376724	0.750268134017275	M01340	V$BARX1_01
531	-0.00236128506768762	0.215343881588109	0.214176221223067	M01255	V$IPF1_05
532	-0.00233018349273342	0.789328399855467	0.785104642431424	M01419	V$MEIS1_02
533	-0.00230910331866352	0.813576464378962	0.80926223342386	M00457	V$STAT5A_01
534	-0.0022787351674145	0.0647646120400439	0.0644256832646765	M00377	V$PAX4_02
535	-0.002269221180459	0.640381917458703	0.637044600457548	M01047	V$AP2ALPHA_03
536	-0.00226083585552445	0.827909880041086	0.823611172901064	M00077	V$GATA3_01
537	-0.00225304867666108	0.875983543453064	0.871450851828053	M00146	V$HSF1_01
538	-0.00220875134657995	0.769351928768981	0.765449062636993	M01342	V$CDP_03
539	-0.00220730006481767	0.516753187151784	0.514133454059955	M00210	V$OCT_C
540	-0.00220436223543286	0.261515899459025	0.260191877969698	M01360	V$DBX2_01
541	-0.00219061007324542	0.84321407867301	0.838971559892028	M00205	V$GRE_C
542	-0.00218846769451608	0.17124276529343	0.17038202073303	M01316	V$TST1_02
543	-0.00216487359912798	0.79878150989234	0.794809646993552	M01466	V$OBOX3_01
544	-0.002158507441969	0.894454258603074	0.890019718686665	M00792	V$SMAD_Q6
545	-0.00214837011809108	0.816814802042278	0.812784156117977	M01268	V$FXR_Q2
546	-0.00211555840714597	0.815441691538869	0.81147912770907	M00419	V$MEIS1_01
547	-0.00210503018860404	0.806599963188201	0.802699823832189	M01302	V$MYF_01
548	-0.00208201517994908	0.878866557794054	0.874663339672541	M01299	V$MECP2_02
549	-0.00207986313457287	0.159721069948865	0.158957984556294	M01473	V$BRN4_01
550	-0.00207404293402812	0.794108841553189	0.790325488646027	M00332	V$WHN_B
551	-0.00205943893820004	0.292736047365391	0.291351169415561	M01377	V$IRXB3_01
552	0.00204972998079628	0.603991413021568	0.606848795481695	M01333	V$HDX_01
553	-0.00203117781781034	0.848661462928704	0.844701574749936	M00004	V$CMYB_01
554	-0.00200638856768642	0.0880837919797446	0.0876777939483151	M00422	V$FOXJ2_01
555	-0.00198429454433885	0.876318933670865	0.872324159321049	M00069	V$YY1_02
556	-0.00198340361552115	0.890341693923324	0.88628481378664	M01209	V$GAF_Q6
557	-0.0019657978297812	0.866307516068365	0.862395108465761	M00115	V$TAXCREB_02
558	-0.00195854587870178	0.914385448172315	0.910271111383525	M00769	V$AML_Q6
559	-0.0019387554049165	0.741117302641786	0.737816218107457	M00960	V$PR_Q2
560	-0.00193254852502012	0.018989813157024	0.0189054989282197	M00711	V$ZTA_Q2
561	-0.00192136064495634	0.992666393469394	0.988284441907362	M00201	V$CEBP_C
562	-0.00191799774331924	0.0877420395882593	0.0873553941771763	M01464	V$HOXA10_01
563	-0.00191077578451598	0.820154476686117	0.816553949954388	M01422	V$LHX61_02
564	-0.00190550377763243	0.293405290622468	0.292120770121682	M01391	V$PAX6_02
565	-0.00188993628520975	0.73181548313081	0.728637732452307	M00244	V$NGFIC_01
566	-0.00187018677979226	0.882310727449349	0.878519433366	M00127	V$GATA1_03
567	-0.00186655908888124	0.771110094422181	0.767803043558428	M01660	V$GABPALPHA_Q4
568	-0.00186549296772787	0.163901554165878	0.163199032109269	M01465	V$PIT1_01
569	-0.00184859057110231	0.914231653841882	0.910348463231997	M00961	V$VDR_Q6
570	-0.00184825318693831	0.926589599854424	0.92265463575086	M01033	V$HNF4_Q6_03
571	-0.00182175296186737	0.661717201023667	0.658947282216984	M00695	V$ETF_Q6
572	-0.00179664950310558	0.813263957025813	0.809906483780919	M00971	V$ETS_Q6
573	-0.00177179246948863	0.890902116886776	0.887274904916424	M01105	V$ZBRK1_01
574	-0.0017234805388604	0.355227979005224	0.353821064256936	M01344	V$CDP_04
575	-0.00171864686857994	0.896059328754395	0.892520332806903	M01029	V$TFE_Q6
576	-0.00171412398745562	0.848996655260885	0.845652340695154	M00073	V$DELTAEF1_01
577	0.00170776532568756	0.370648876132968	0.372109238827489	M00410	V$SOX9_B1
578	0.00170427601373468	0.0426478541772825	0.0428155434270212	M01654	V$DRI1_01
579	-0.0017026396073946	0.871486062211791	0.868076113674618	M00209	V$NFY_C
580	-0.00169051604601402	0.907752422938798	0.904225813065927	M01242	V$MTF1_01
581	-0.00167613693141599	0.856114112364546	0.852816352400905	M00973	V$E2A_Q6
582	-0.00167595079892088	0.837315525106612	0.834090534964971	M00058	V$HEN1_02
583	-0.00167197793542269	0.910906535546768	0.907406404314591	M01374	V$SIX4_01
584	0.00165648556952472	0.79876076559439	0.801813215716558	M00493	V$STAT5A_03
585	-0.00165272143111599	0.880336801463078	0.876993018303747	M01264	V$TBX15_02
586	-0.00165050319181777	0.905126853664179	0.901693516007224	M01257	V$SRF_02
587	-0.00164351423157724	0.853997000612146	0.850771300381987	M01231	V$ZNF515_01
588	-0.00161492984423145	0.922444539550021	0.919020786762669	M00271	V$AML1_01
589	-0.00161313714281869	0.871720934519464	0.86848903286727	M00693	V$E12_Q6
590	-0.00160830934108093	0.90484603578878	0.901501344380467	M01239	V$RELBP52_01
591	-0.00160062103541908	0.516210912454668	0.514311884642753	M00257	V$RREB1_01
592	-0.00158949526767871	0.138921828143148	0.138414310771121	M01351	V$HOXA9_01
593	-0.00157432612637008	0.9041371207203	0.900865539049275	M00088	V$IK3_01
594	-0.0015699666799139	0.899204000728702	0.895959262933041	M00778	V$AHR_Q5
595	-0.00156238710372294	0.91529256592613	0.912005690004863	M00483	V$ATF6_01
596	-0.00156084792476509	0.929952025249659	0.926615790248337	M00691	V$ATF1_Q6
597	-0.00155629537508052	0.905778218039552	0.902538168333139	M00176	V$AP4_Q6
598	-0.00155151475889131	0.827869481956568	0.824917199221359	M01002	V$DEAF1_02
599	-0.00154171538688015	0.898770344019711	0.895585427893437	M01182	V$MIZF_01
600	-0.00153379111335054	0.921286737095272	0.918038781709506	M01245	V$MTERF_01
601	-0.00152443497300536	0.253474734378968	0.25258656197672	M01410	V$IRX4_01
602	-0.00152184165582092	0.863582586669029	0.860561742420404	M00002	V$E47_01
603	-0.0015038431200279	0.847419250475119	0.844489943789006	M00246	V$EGR2_01
604	-0.00149918554208266	0.90610377414	0.902981294349383	M01652	V$P53_04
605	-0.00149629107926676	0.863989999795651	0.861018384668517	M01287	V$NEUROD_01
606	-0.00146168820182091	0.418722704749166	0.41731579479703	M01446	V$BARHL2_01
607	-0.00143280604877044	0.850651658382655	0.847849848634749	M01067	V$GFI1_Q6
608	-0.00137616958254961	0.921478627445631	0.918563315670521	M00731	V$OSF2_Q6
609	-0.00136124275860056	0.936597147627113	0.93366609471589	M00794	V$TTF1_Q6
610	-0.00136112816112736	0.839012622259981	0.836387177915728	M00624	V$DBP_Q6
611	-0.00135950142443719	0.90835134650442	0.90551231869537	M00726	V$USF2_Q6
612	-0.00134304997870859	0.847103209464287	0.844487600372752	M00192	V$GR_Q6
613	-0.00133188976245011	0.936035375312888	0.933169149143153	M00036	V$VJUN_01
614	-0.00133110639359824	0.980825906451411	0.977824291339164	M00200	V$CAAT_C
615	-0.0013300830470894	0.863615302452513	0.860974414933907	M01107	V$RUSH1A_02
616	-0.00131985837600947	0.928056288849076	0.925240127215418	M00106	V$CDPCR3HD_01
617	-0.00129973801483805	0.929949027159434	0.927170075785234	M00217	V$USF_C
618	-0.0012762109676361	0.811108459648763	0.808728447669065	M01450	V$OBOX1_01
619	-0.00125503319356474	0.926285024570517	0.923612090921051	M00215	V$SRF_C
620	-0.001220409974791	0.893852243909681	0.891343957587419	M00462	V$GATA6_01
621	-0.0012091348438118	0.948554191970879	0.945916961131434	M00528	V$PPARG_03
622	-0.00120696832971953	0.899663570818094	0.897166744380245	M00083	V$MZF1_01
623	-0.00120595949841277	0.950559337565716	0.947923462612536	M00997	V$DEC_Q1
624	-0.00119531677043892	0.93637237350255	0.933798721803316	M00053	V$CREL_01
625	-0.00119454908813494	0.93426554807757	0.931699333980975	M01270	V$PPARG_Q6
626	-0.00118706571955883	0.918907505552943	0.916399266916637	M01334	V$NKX11_01
627	-0.00117748954421906	0.940026133161609	0.937480920566445	M01282	V$PPARA_Q6
628	-0.00116476390479626	0.928813589456485	0.92632587859947	M00059	V$YY1_01
629	-0.00116017602257221	0.963852416083336	0.961281013026751	M00766	V$LXR_DR4_Q3
630	-0.00115881138684909	0.351806566748233	0.350869105968015	M00080	V$EVI1_03
631	-0.0011435874302673	0.937288323271861	0.934823495377407	M00751	V$AML1_Q6
632	-0.00111774917752844	0.749652873881118	0.747725963558905	M00159	V$CEBP_01
633	-0.0011110909409912	0.917795878740882	0.915450807873117	M01207	V$ETS2_Q6
634	-0.00110374226656759	0.901720460037489	0.899431682766165	M00644	V$LBP1_Q6
635	-0.00109652131962572	0.88718994303857	0.884952761465244	M00245	V$EGR3_01
636	-0.00109074438774041	0.938780355310521	0.936425536963825	M00984	V$PEBP_Q6
637	-0.00108019098155534	0.940660053226302	0.938323320970275	M01436	V$CRX_02
638	-0.00107836545176456	0.941034598864917	0.93870088194706	M00647	V$LXR_Q3
639	0.00107677727385919	0.83670128884133	0.838778355849076	M01281	V$NFAT1_Q6
640	-0.00107428720787766	0.961156468580661	0.95878185387341	M00684	V$XPF1_Q6
641	0.00107212879803154	0.0552434579657141	0.0553800041851787	M00131	V$HNF3B_01
642	0.00105234494433404	0.166904157884093	0.167309076032504	M00148	V$SRY_01
643	-0.00105094782040769	0.952553714852618	0.950251419962213	M00119	V$MAX_01
644	-0.00104354634776285	0.959263817793009	0.956961613676103	M01202	V$VDRRXR_01
645	-0.00103669512916498	0.906618745179312	0.904457155806435	M01104	V$MOVOB_01
646	-0.001025371246307	0.922592486378838	0.920416810724621	M00777	V$STAT_Q6
647	-0.00101000842570444	0.95919440782466	0.95696626812214	M00979	V$PAX6_Q2
648	-0.000998218487472877	0.961172503681455	0.958965802017856	M01196	V$CTF1_01
649	-0.000940844029995582	0.9593643686984	0.957288276819506	M01658	V$AML1_Q4
650	-0.000938644121052531	0.955394150815181	0.953331479668082	M01457	V$NKX23_01
651	-0.000937183709900161	0.966026179504211	0.963943795551975	M00264	V$STAF_02
652	-0.000936770194909019	0.958991838062453	0.956925528606629	M01262	V$TBX18_01
653	0.000934528025163806	0.476670165033964	0.477696982710542	M00079	V$EVI1_02
654	-0.000928535033055178	0.88684482979023	0.884950753636285	M01118	V$WT1_Q6
655	-0.000901836789102436	0.96408605753969	0.962086156075866	M00993	V$TAL1_Q6
656	-0.000901557350145202	0.858614133812143	0.856833574768104	M01219	V$SP1SP3_Q4
657	-0.000882684054175895	0.983947175126116	0.981949377532373	M00480	V$LUN1_01
