# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs11480453-C	rs11480453-CA	Matrix_ID	Matrix_name
331	0.00350512968974143	0.355126729010251	0.358004504338325	M00206	V$HNF1_C
332	0.00349430459526789	0.538986823527515	0.543340968852121	M01431	V$BARX2_01
333	0.00348425377625627	0.496152614300759	0.500149153194128	M01302	V$MYF_01
334	-0.00347994274166698	0.863412220040558	0.856521459336571	M01484	V$PITX1_01
335	-0.00346487922697042	0.852202696732594	0.845430720794113	M01364	V$OBOX2_01
336	0.00345455209606868	0.706376490775591	0.712017698513861	M00328	V$PAX8_B
337	0.00345271733468283	0.483736630255742	0.487597749295222	M01361	V$HOXC10_01
338	0.00344987099001534	0.735833746028918	0.741702208367865	M00123	V$MYCMAX_02
339	-0.00344457515686925	0.296534174084893	0.294191537316691	M01467	V$HOXB13_01
340	0.00344285281444795	0.493045818651284	0.496969954095439	M01401	V$LBX2_01
341	0.0034327328685195	0.630037568530778	0.635037218970776	M01227	V$MAFB_01
342	0.00343110463308116	0.209048175458499	0.210706283074828	M00725	V$HP1SITEFACTOR_Q6
343	0.00342168812974891	0.566879255146683	0.57136318328296	M01428	V$GSC_01
344	0.00341753766923775	0.436142429916895	0.439588048707343	M00342	V$OCT1_B
345	0.00341696395211399	0.667165944691806	0.672435810515386	M00420	V$MEIS1AHOXA9_01
346	0.0034140779865425	0.58669194792978	0.591322229601676	M00771	V$ETS_Q4
347	0.00341173712831686	0.580833088180734	0.585413975240182	M00621	V$CEBPDELTA_Q6
348	0.00340272916512341	0.603330538850166	0.608076245138452	M00935	V$NFAT_Q4_01
349	0.00340220203965363	0.683763973801702	0.689141520813337	M00223	V$STAT_01
350	-0.00340001637454605	0.801408306513532	0.795158714915292	M00454	V$MRF2_01
351	0.00339768985302003	0.698205905062758	0.703689721284532	M00515	V$PPARG_02
352	0.00339592976612932	0.731751304713356	0.737495602755661	M00172	V$AP1FJ_Q2
353	0.00337624868617498	0.715137803517376	0.720719022608863	M01031	V$HNF4_Q6_01
354	-0.00337533868384748	0.501068348895272	0.497189137564879	M01004	V$HELIOSA_02
355	0.00335738947405173	0.279477377140255	0.281646298712029	M01301	V$MEF2_05
356	0.00335516504784639	0.148900096322824	0.150054886866435	M00318	V$LPOLYA_B
357	0.00334276814380671	0.561542064807395	0.565880935367129	M01445	V$OBOX6_01
358	0.00333056791326017	0.604172167375157	0.608823324866089	M01342	V$CDP_03
359	-0.00332957978189441	0.468702899123704	0.465123261797651	M00744	V$POU1F1_Q6
360	0.00332851341998402	0.679747142280737	0.684976865577595	M00538	V$HTF_01
361	0.00331176971093158	0.574566581119643	0.578964762320219	M00108	V$NRF2_01
362	0.00331145215020723	0.532817280897386	0.536895487774788	M01453	V$CART1_03
363	0.00329768954735468	0.663543466620224	0.668601069454413	M01109	V$SZF11_01
364	0.00329361866012051	0.552541361840752	0.556747675429581	M01424	V$HOXB4_01
365	0.00329166399610109	0.657092653161636	0.662091901016218	M00085	V$ZID_01
366	0.00327963209276197	0.58265680360574	0.587073468876004	M01456	V$HMBOX1_01
367	0.00327723048549478	0.332922046820761	0.335443813352101	M01477	V$OCTAMER_02
368	0.00325936901048568	0.671828375167909	0.676889397656658	M00152	V$SRF_01
369	0.00325752089080014	0.599687133349083	0.604202129741828	M01058	V$GFI1B_01
370	0.00324752047580235	0.737749277029553	0.743286616529301	M00460	V$STAT5A_02
371	0.00323682770282402	0.432653533273372	0.435890177356136	M01016	V$SOX17_01
372	0.00323470310456159	0.705973544157758	0.711251392369282	M00808	V$PAX_Q6
373	0.00321631811384443	0.327418570986791	0.329852383645168	M00351	V$GATA3_03
374	0.00321023452251248	0.70119958940896	0.706401947094603	M00106	V$CDPCR3HD_01
375	0.00320957668796468	0.730333860145748	0.73575125708992	M00036	V$VJUN_01
376	0.00320815077331615	0.555073537719579	0.559189070314539	M01441	V$OG2_02
377	0.00320562615825284	0.591896121707004	0.596281205083863	M00437	V$CHX10_01
378	0.00320502873284439	0.55878241806176	0.562921403024527	M01421	V$LHX4_01
379	0.00319239323343673	0.553198344474579	0.557279753461719	M00241	V$NKX25_02
380	0.00318050532055622	0.616130097867076	0.620658817791049	M01487	V$HOXA1_01
381	0.0031670820081553	0.593918798015842	0.598265767309432	M00095	V$CDP_01
382	0.00316068564912822	0.603958975401099	0.608370469820804	M00921	V$GR_Q6_01
383	0.00315381116810404	0.536945313141302	0.540858758651447	M01393	V$MSX2_01
384	0.00314621325931463	0.589409622990401	0.593695060080727	M01348	V$K2B_01
385	0.00314612021551386	0.710044460761849	0.715206847726484	M01655	V$P53_05
386	0.00313880874865341	0.421347650134851	0.42440391837869	M01320	V$PROP1_02
387	0.00313486480389952	0.581038603906755	0.585247884407638	M00332	V$WHN_B
388	0.00312779434182825	0.662952036120063	0.667743859729095	M01337	V$HOXA3_02
389	0.00309543753611055	0.640634084428652	0.645216520475995	M01415	V$SHOX2_01
390	0.00306591713765536	0.462499043903338	0.465775624094865	M01329	V$HOXC11_01
391	0.00303913903250674	0.627075382685598	0.631478968505519	M01236	V$IPF1_04
392	0.00303329651807063	0.672199554223933	0.676910914397524	M01372	V$NKX22_02
393	0.00302714303911389	0.792407297618004	0.79794987223696	M01305	V$TEF_01
394	0.00301992882549551	0.624565797959635	0.628923940531484	M00136	V$OCT1_02
395	0.00299856104787444	0.693612435166789	0.698418012799839	M00032	V$CETS1P54_01
396	0.00299242574936251	0.619425942413904	0.623708720127579	M01452	V$HOX13_02
397	0.00298370637617543	0.822602831337486	0.828273766453911	M00961	V$VDR_Q6
398	0.00298300684994612	0.273839796666141	0.275727174543141	M00672	V$TEF_Q6
399	0.0029790186862487	0.751242188356794	0.756413006285626	M01263	V$TBX15_01
400	0.00297821633129705	0.78303820870662	0.788426422791381	M01111	V$RBPJK_Q4
401	0.00297707124492	0.632000893075338	0.636348116833794	M00135	V$OCT1_01
402	0.00297339387682394	0.195779234721889	0.197124234780204	M01451	V$HOXB8_01
403	0.00296753637303142	0.776774559641411	0.782100439262328	M01245	V$MTERF_01
404	0.0029555652256707	0.797167160193815	0.802610735770451	M00528	V$PPARG_03
405	0.00295359852412674	0.587540930286181	0.591550362854791	M01381	V$OBOX5_01
406	0.00294927617810176	0.492047644753943	0.495400491953281	M01650	V$PNR_01
407	0.00294126004180795	0.648021282764131	0.652424902821244	M01402	V$HOXA2_01
408	0.00294036142078052	0.804123781543604	0.809586518907961	M00701	V$SMAD3_Q6
409	0.00293841755003288	0.342725214792669	0.345051941057673	M01368	V$OCT2_01
410	0.00293207183932986	0.327545312480642	0.329764165551602	M01418	V$LIM1_01
411	0.00291983502777357	0.642411401778796	0.646744993359165	M01078	V$CETS1P54_03
412	0.00291860591086954	0.887660437592279	0.89364590583229	M00155	V$ARP1_01
413	-0.0029131865179795	0.338408740352235	0.336146338370974	M01471	V$LHX3_02
414	0.00290542787122958	0.659336202778281	0.663761946209547	M01325	V$LH2_01
415	0.00290451537510365	0.813766949158889	0.819227575788932	M00312	V$BEL1_B
416	0.00288828986428391	0.109636486730958	0.110368057796734	M00941	V$MEF2_Q6_01
417	0.0028844940032848	0.579843028428476	0.583707043523061	M00102	V$CDP_02
418	0.00286569517494706	0.617584001927975	0.621672608797752	M01417	V$ALX4_02
419	0.00286012781138481	0.783931802033396	0.789111569474513	M00126	V$GATA1_02
420	0.00285997307576472	0.640960142905439	0.645195006527674	M01319	V$HOXB5_01
421	0.00285157957809842	0.834600867006654	0.840098890432854	M00278	V$LMO2COM_02
422	0.00285009262739144	0.693754597958133	0.698322390420818	M01367	V$LHX9_01
423	0.00281855746578047	0.776293412878996	0.781347916644871	M00821	V$NRF2_Q4
424	0.00281558755098782	0.580074438498667	0.583847353382179	M01362	V$CART1_02
425	0.00277796321515197	0.717666501222382	0.722271765698003	M01419	V$MEIS1_02
426	0.00277347302583009	0.157640957539749	0.158650898936038	M00145	V$BRN2_01
427	0.00277234184398327	0.770984181750951	0.775921542324473	M00225	V$STAT3_01
428	-0.00277146490618155	0.564508651248832	0.560917690328217	M00349	V$GATA2_03
429	0.00276149677978307	0.632325370839314	0.636358873216544	M01448	V$HOXD1_01
430	0.00275857544526734	0.691642092987893	0.69604928517015	M01450	V$OBOX1_01
431	0.0027506234619645	0.733813524674216	0.738475914487484	M01386	V$EVX2_01
432	0.00275026144141832	0.305214969783853	0.307153940971574	M00132	V$HNF1_01
433	0.00274460019442568	0.281836129140265	0.283622881921122	M01354	V$OCT1_08
434	0.00274242051173824	0.787094634703486	0.792080592763314	M01145	V$CMYC_01
435	0.00273696116342173	0.73792701766261	0.742592181863896	M00174	V$AP1_Q6
436	0.0027339939616543	0.371689235526204	0.37403649411879	M01353	V$LHX5_01
437	0.00273121230944334	0.891447380108416	0.89707122306389	M00141	V$LYF1_01
438	0.00272953959533995	0.0184876090470631	0.0186041695252928	M00975	V$RFX_Q6
439	0.00272757910739929	0.524696668515423	0.528002386906388	M01339	V$PAX7_01
440	0.00272707325214629	0.769020658068228	0.773864776459917	M00173	V$AP1_Q2
441	0.00272158543918083	0.598938764229894	0.602703908197918	M01480	V$OBOX5_02
442	0.00271849188370288	0.655573287446522	0.659689757245511	M01371	V$GBX1_01
443	0.00269480329092062	0.808358279885572	0.813389748259332	M00638	V$HNF4ALPHA_Q6
444	0.00269170637951696	0.684882528576668	0.689140532019765	M01327	V$VAX2_01
445	0.00269008629979733	0.40416426364506	0.40667548819966	M00436	V$IPF1_Q4
446	0.00268667351123208	0.334085410247242	0.336158566909014	M01476	V$POU2F3_01
447	0.00267997836336939	0.798644612714151	0.803588188782961	M00539	V$ARNT_02
448	0.00266760250102495	0.758499871484444	0.763173205261396	M01244	V$HSF2_02
449	0.00266412759389198	0.724983620849476	0.729444614952518	M01390	V$DUXL_01
450	0.00266360784788371	0.838132091308675	0.843288305250487	M00678	V$TEL2_Q6
451	-0.00266170473424543	0.677104871898723	0.672967721285104	M01333	V$HDX_01
452	0.00264953615680838	0.638120542854892	0.642025476933856	M01439	V$DLX1_01
453	0.0026467362508692	0.797558954971518	0.802434387945509	M00235	V$AHRARNT_01
454	0.00262264734399913	0.790118233366909	0.79490408965331	M00188	V$AP1_Q4
455	0.00260820273880247	0.214062072594158	0.215351513713364	M00699	V$ICSBP_Q6
456	0.00260258593088422	0.669992078453907	0.674019178112055	M01323	V$OTP_01
457	0.0025869910459996	0.819252304074408	0.824146962876866	M01081	V$ZEC_01
458	0.0025818114544735	0.47589768498801	0.478735246921707	M01356	V$PMX2B_01
459	-0.00257427345251315	0.359011666700468	0.356889925411948	M01360	V$DBX2_01
460	0.00256806466668824	0.814179000952139	0.819007656279843	M00532	V$RP58_01
461	0.00255864907901848	0.576341267835247	0.579746808613809	M01460	V$HOXB6_01
462	0.00250574900066405	0.568875360244627	0.572167087587324	M00099	V$S8_01
463	0.00250246790266706	0.717505272473681	0.721651576429517	M00777	V$STAT_Q6
464	0.00249994619066002	0.57705270989454	0.580383999634164	M01047	V$AP2ALPHA_03
465	0.00248229307674167	0.756675605387866	0.761012912908805	M01403	V$OTX3_01
466	0.00247889796884831	0.776618000155223	0.781063512607684	M00209	V$NFY_C
467	-0.00246063801775342	0.200212631258165	0.199081468355624	M01409	V$LMX1_01
468	0.00244609270955098	0.449212294291372	0.4517495477671	M00395	V$HOXA3_01
469	0.00244456561469693	0.771086574854261	0.775439121011354	M01395	V$MRG2_01
470	0.00243830263462974	0.535647941802085	0.538663741260206	M01370	V$HOXA4_01
471	0.00243675804975664	0.76557326694954	0.769880851461018	M00419	V$MEIS1_01
472	0.00242439006263229	0.584963301089342	0.588237910935991	M01458	V$UNCX4.1_01
473	0.00241949096624199	0.832615502040442	0.837267017762993	M01262	V$TBX18_01
474	0.00241332872375538	0.743108141137734	0.74724900939031	M01475	V$EVX1_01
475	0.00239762185705084	0.615040360856369	0.618445221618666	M01355	V$ALX3_01
476	0.00238935197193003	0.82152028700405	0.826052489803709	M00041	V$CREBP1CJUN_01
477	0.00237995089786716	0.672189436945379	0.675883173250616	M00074	V$CETS1P54_02
478	0.00237428749375904	0.737581855692535	0.741625257518423	M01447	V$PITX2_01
479	0.00236855232771666	0.739880816695397	0.743926997209778	M01444	V$PMX2A_01
480	0.00236816004438381	0.672216775008963	0.67589231118992	M01326	V$GSH2_01
481	0.00235965602016783	0.726434337351907	0.730392021336075	M01366	V$OTX1_01
482	0.00234550973789234	0.847395306651279	0.85198424545381	M00412	V$AREB6_01
483	0.0023443246417149	0.762488260388771	0.766615306225082	M01443	V$MOX1_01
484	0.00233721547867433	0.900017856024979	0.904874482467985	M00766	V$LXR_DR4_Q3
485	0.00233267112140252	0.840779007481107	0.845307127389714	M00631	V$FXR_Q3
486	0.00233051275756935	0.825970191267482	0.830414429437171	M01239	V$RELBP52_01
487	0.00232674684624493	0.83025377456149	0.834713822987054	M00127	V$GATA1_03
488	0.00231091754178461	0.642041090841931	0.645466551098369	M01397	V$VAX1_01
489	0.00230666530215611	0.787193597631686	0.7913857365705	M01407	V$TGIF2_01
490	0.00229944857658591	0.880716934541583	0.885392412017203	M00184	V$MYOD_Q6
491	0.00229810913831843	0.825133281017536	0.829511122216642	M00115	V$TAXCREB_02
492	0.0022933282022935	0.719465361254308	0.723274606716315	M01338	V$HOXD3_01
493	0.00227970008948562	0.84459749021545	0.849042610732833	M01112	V$RBPJK_01
494	-0.0022713867622029	0.448711819013522	0.446371154938212	M01307	V$POU5F1_01
495	0.00226470213028576	0.724415023844233	0.72820247524761	M01331	V$ISX_01
496	0.00226221232793124	0.791361834608065	0.795494742743781	M01389	V$RAX_01
497	0.00226186084827693	0.722361728248102	0.726133693832485	M01376	V$S8_02
498	0.00226071767433896	0.871492256197108	0.876040632623556	M00490	V$BACH2_01
499	0.00223444760898084	0.822661662026032	0.826905168082694	M00240	V$NKX25_01
500	0.00218306975938114	0.781134006369096	0.78507042102027	M01340	V$BARX1_01
501	0.00217732512233508	0.776665833158097	0.780569406018278	M01461	V$EMX2_01
502	0.00217583329302115	0.72965888798952	0.733323681875856	M01067	V$GFI1_Q6
503	0.00217322111880286	0.848353765535257	0.852609589551035	M00751	V$AML1_Q6
504	-0.00217231266300855	0.545312539921989	0.542591732499464	M00042	V$SOX5_01
505	0.00217157146252095	0.557594963098081	0.560390047294318	M01365	V$EN1_02
506	0.0021694327318247	0.888750032745967	0.893200715868798	M00684	V$XPF1_Q6
507	0.00214013120945393	0.814364185115536	0.818387140903072	M01167	V$SAP1A_01
508	0.00213636008860642	0.858482104360244	0.862715511217668	M01651	V$P53_03
509	0.0021338311610051	0.838209557413878	0.842338089864412	M00077	V$GATA3_01
510	-0.0020709079420787	0.411608211528966	0.409650153897919	M00453	V$IRF7_01
511	0.00206729566770221	0.781410576649158	0.785139055005021	M01438	V$IPF1_06
512	0.00205872200953473	0.852651967116677	0.856703458897547	M00052	V$NFKAPPAB65_01
513	0.00205587896158391	0.924661266681758	0.929048838534741	M01044	V$TBX5_Q5
514	0.00205510258443797	0.317995233606799	0.319503568441269	M00242	V$PPARA_01
515	0.00204709245504048	0.711868902384961	0.715232291513017	M00133	V$TST1_01
516	0.00204439512966248	0.0500766936463604	0.0503129800713261	M00734	V$CIZ_01
517	0.0020362971323609	0.868353369830349	0.872434419483342	M01198	V$RXRLXRB_01
518	0.00203214851998912	0.407588907126876	0.409500564077629	M00451	V$NKX3A_01
519	0.0020317428767571	0.797841899938125	0.801583156936353	M01463	V$DOBOX5_01
520	0.00201101729737008	0.783890782726049	0.787529036171915	M01314	V$LHX61_01
521	0.00200497232896524	0.628695126082915	0.63160428226298	M00334	V$DTYPEPA_B
522	0.00199314337854847	0.6305728837447	0.633473474602064	M01427	V$NKX12_01
523	0.00198896014018324	0.265264215318114	0.26648184519205	M01408	V$BRN3C_01
524	0.00196999597979952	0.830565542404798	0.834341614769486	M00193	V$NF1_Q6
525	0.00196156081676425	0.764325582138514	0.767785589411417	M00097	V$PAX6_01
526	0.00195880802010981	0.689583826150215	0.692701096014714	M01288	V$NEUROD_02
527	0.00193782762498944	0.870698731418339	0.874592480999227	M01457	V$NKX23_01
528	0.00193149412534849	0.840839705809408	0.844587609279962	M00272	V$P53_02
529	0.00193106910102155	0.887912932053974	0.891869783786825	M01656	V$P63_01
530	-0.00192060079784126	0.665021659147534	0.662087196152362	M01481	V$HMX1_02
531	0.0019178945026155	0.880624889487332	0.884522430188381	M00119	V$MAX_01
532	0.00188290461002212	0.758146085638827	0.761440200185819	M01387	V$OTX2_01
533	0.00187917933083644	0.886510995590294	0.890355213261505	M00134	V$HNF4_01
534	-0.0018761755682932	0.601207678533649	0.59861603101916	M00257	V$RREB1_01
535	0.0018750593075332	0.863243147373066	0.866978242817928	M00215	V$SRF_C
536	0.00187407397268624	0.766434233508189	0.769748708041749	M01660	V$GABPALPHA_Q4
537	0.00186368357337108	0.553641850922845	0.556022793673236	M01455	V$EN2_01
538	0.00186237516941795	0.440644324750812	0.442537987180066	M01446	V$BARHL2_01
539	0.00185688661811279	0.304074130355024	0.305377025070512	M00302	V$NFAT_Q6
540	0.00185530434240039	0.487504276114964	0.489591347297799	M01378	V$HOXA11_01
541	0.00185260179980227	0.865855988896168	0.8695574233717	M01459	V$PREP1_01
542	0.00184798075338755	0.29119574404452	0.292437460606464	M00291	V$FREAC3_01
543	0.00184593047080182	0.884704042563357	0.88847240209584	M00208	V$NFKB_C
544	0.00184552790891294	0.904952867820587	0.908806633966446	M00793	V$YY1_Q6
545	0.00183360099970117	0.876329735743113	0.880037440953933	M01346	V$TGIF_02
546	-0.00182879692779511	0.745971525697056	0.742836873615494	M00350	V$GATA3_02
547	0.00182685382322349	0.888870447164558	0.892617343704195	M00069	V$YY1_02
548	0.00181903415590304	0.84076359521854	0.844292502726442	M00743	V$CETS168_Q6
549	0.0018141798609306	0.838397317760783	0.841906882969903	M01382	V$GBX2_01
550	0.00180699656340375	0.606779328814161	0.609309253566286	M01392	V$HOXA6_01
551	0.00180647024585404	0.804154813350546	0.807506703023675	M01330	V$HOXB3_01
552	0.00180190944662079	0.615927618772	0.6184884419723	M01117	V$OTX_Q1
553	0.00179774823349328	0.8737463227627	0.877370664201413	M00222	V$HAND1E47_01
554	0.00179591105226913	0.861703120160532	0.865273845473837	M00467	V$ROAZ_01
555	0.00179422665916458	0.853717572047343	0.857251882024825	M00690	V$AP3_Q6
556	0.00177510828895875	0.900473389958671	0.904161461021307	M00107	V$E2_01
557	0.00172529103490178	0.903696543537838	0.907293735436016	M00801	V$CREB_Q3
558	-0.00172019543612206	0.500861048255805	0.498881113295916	M01369	V$HOXC4_01
559	0.00170936436000424	0.353983732769539	0.355379742998663	M00465	V$POU6F1_01
560	0.00169861285252282	0.594157150121152	0.596485568430136	M00203	V$GATA_C
561	0.00169499147353055	0.898096780156612	0.901608777003454	M00998	V$PBX_Q3
562	0.00168821406965072	0.576631872314451	0.578877750661949	M01162	V$OG2_01
563	-0.00167808319200902	0.37161218179284	0.370179069085642	M00410	V$SOX9_B1
564	0.00167607671222429	0.873321210398485	0.876698139140754	M01488	V$MEIS2_01
565	0.00167583194943387	0.904628858338007	0.90812633461963	M01242	V$MTF1_01
566	0.00167566980003633	0.857117500606174	0.860430967213618	M00025	V$ELK1_02
567	-0.00166097643887986	0.235213289450829	0.234315424967266	M01473	V$BRN4_01
568	0.00164883271430402	0.715070828634252	0.71779081058942	M01275	V$IPF1_Q6
569	0.00164571967149992	0.861392014579482	0.864662374186704	M01466	V$OBOX3_01
570	0.00161522113314538	0.889867695786742	0.893183439683705	M01436	V$CRX_02
571	0.00160810313396465	0.916946205540705	0.920347762474245	M00249	V$CHOP_01
572	0.00159588641686219	0.858851724904716	0.862013522368762	M01207	V$ETS2_Q6
573	0.00159479090355513	0.497803620710412	0.499634986634489	M00510	V$LHX3_01
574	0.00158992665352287	0.468573578416254	0.470292142695895	M01341	V$MSX3_01
575	0.00158958741805305	0.892703553397795	0.895976978472998	M01195	V$TBX22_01
576	0.00158917195864926	0.817812804105628	0.820810829561021	M00750	V$HMGIY_Q6
577	0.00157943887740469	0.706086778074941	0.708659344222431	M01281	V$NFAT1_Q6
578	0.00156192445261238	0.882877454505189	0.886058408116096	M00712	V$MYOGENIN_Q6
579	-0.00155793918634295	0.619641979427863	0.617423127681003	M00956	V$AR_03
580	0.0015483994124391	0.938840883046037	0.942194126685924	M00220	V$SREBP1_01
581	0.00154171999388067	0.837232169346594	0.840209576232467	M00341	V$GABP_B
582	0.00152729203942881	0.772803222122037	0.775525738937295	M00623	V$CRX_Q4
583	0.00151447244607585	0.873527587612806	0.876579071960535	M00706	V$TFIII_Q6
584	0.00150583926029899	0.922844871699014	0.926050226768147	M00985	V$STRA13_01
585	0.00149910395124064	0.92962027218685	0.932834693440264	M00146	V$HSF1_01
586	0.00149381688764147	0.90772255982709	0.910850174956273	M00974	V$SMAD_Q6_01
587	0.00149249494778068	0.921926497709465	0.925100237501835	M00181	V$E2_Q6
588	0.00148968531524138	0.89421125054563	0.897283775441844	M00492	V$STAT1_02
589	-0.00148554098046183	0.583276261052924	0.581284523700425	M00348	V$GATA2_02
590	0.00147404752796138	0.628129781399404	0.630265351307746	M01385	V$PAX4_05
591	0.00145538147200717	0.90181077484295	0.904837938106753	M00418	V$TGIF_01
592	0.00144378849681995	0.926216491040267	0.929300771550025	M00767	V$FXR_IR1_Q6
593	0.00143714905798892	0.889243508555539	0.89219103004086	M01349	V$HB9_01
594	0.0014320042474138	0.928985508189543	0.932053718555771	M00794	V$TTF1_Q6
595	0.00141845711501705	0.847365896806235	0.850138018565077	M01591	V$TAL1_01
596	0.0014147757139387	0.905969676938074	0.908925813729818	M00796	V$USF_Q6_01
597	0.00139864154033897	0.929846077983157	0.932845466217891	M00433	V$HMX1_01
598	-0.00139083225465475	0.511504845441262	0.509869366471252	M01321	V$HOXC8_01
599	0.00135996851487932	0.928831959903721	0.931745103246712	M00806	V$NF1_Q6_01
600	0.00134850062233065	0.909643677764092	0.912472545028858	M01035	V$YY1_Q6_02
601	0.00134526020316071	0.930329272313388	0.933215505879393	M01658	V$AML1_Q4
602	0.00133807224065529	0.931570153821016	0.934444771045606	M00035	V$VMAF_01
603	0.00133685943194692	0.839049654364769	0.841636423659579	M00624	V$DBP_Q6
604	0.00133509330407625	0.936152440773252	0.939034756810016	M01043	V$NKX25_Q5
605	0.00132402243249678	0.916558758767543	0.919357311684996	M00325	V$NRSE_B
606	0.00131601386056074	0.939890480197477	0.942742887738878	M01202	V$VDRRXR_01
607	0.00131276175069132	0.91191598542719	0.914676645779183	M01154	V$CMYC_02
608	0.00130956945172097	0.941913750003045	0.944758278640836	M00959	V$ER_Q6_02
609	0.00130815632663354	0.935414626424795	0.938236475183444	M00764	V$HNF4_DR1_Q3
610	0.00129441456570917	0.889444231771217	0.892099174584899	M01181	V$NKX32_01
611	0.00127525419866578	0.819817663185214	0.822228498280355	M00321	V$MUSCLE_INI_B
612	0.00127472203127443	0.852521205908961	0.855027164486876	M01200	V$CTCF_01
613	0.00127286314401601	0.927138038699784	0.929859351014783	M00964	V$PXR_Q2
614	0.0012714281431757	0.760962068422114	0.763193103441859	M00128	V$GATA1_04
615	0.00126867074733454	0.955009053230678	0.957802925796816	M00468	V$AP2REP_01
616	0.00125870569779718	0.386089056518974	0.387209672685837	M01470	V$NKX63_01
617	-0.00125850045589279	0.621045252657632	0.619248190024077	M00103	V$CLOX_01
618	-0.00124858148961815	0.412443043652637	0.411258987162048	M00616	V$AFP1_Q6
619	0.00123784960085645	0.870974929579805	0.873460970631333	M00716	V$ZF5_01
620	0.00123133044763223	0.945414509004014	0.948098792498775	M01196	V$CTF1_01
621	0.00122001168103789	0.945296113246687	0.947955354248773	M00271	V$AML1_01
622	0.00120708002494668	0.885700988622696	0.888166134142164	M00644	V$LBP1_Q6
623	0.00119767949618299	0.241205894496687	0.241872000269438	M01363	V$LMX1B_01
624	0.00119104378128429	0.943984711533045	0.946577123593726	M00001	V$MYOD_01
625	0.0011792876671156	0.840581272926639	0.842866897691293	M00789	V$GATA_Q6
626	0.00116513150192474	0.966439697071665	0.969035956518418	M00484	V$NCX_01
627	0.00116168879931138	0.842335517910314	0.84459168665294	M01598	V$ZBED6_01
628	0.00114626632353763	0.866987095284724	0.869278422505446	M00428	V$E2F1_Q3
629	0.00113274986409847	0.947109416312822	0.949582941630571	M00482	V$PITX2_Q2
630	-0.00112962644225256	0.18958037318999	0.189087903822757	M01420	V$NCX_02
631	0.00112648655069462	0.914093829242519	0.916467911934602	M00237	V$AHRARNT_02
632	0.00109756548914054	0.943397966976532	0.9457851733541	M00118	V$MYCMAX_01
633	0.00109130072828369	0.927613471714666	0.929947321745629	M01268	V$FXR_Q2
634	0.00107483700137749	0.939876613871479	0.942205598757887	M00054	V$NFKAPPAB_01
635	0.00106313947228392	0.933666953390783	0.935955341051354	M00050	V$E2F_02
636	0.00106286896036755	0.945684637014451	0.948001889142418	M01029	V$TFE_Q6
637	0.00105854768920655	0.913983796821132	0.916214254540091	M00175	V$AP4_Q5
638	-0.00104888795314884	0.315440426849945	0.314679508952091	M00195	V$OCT1_Q6
639	0.00104349687917465	0.565177813547039	0.56653742182816	M00962	V$AR_Q6
640	0.00104305266435019	0.929415249662708	0.931650125243229	M00693	V$E12_Q6
641	0.00104095735740591	0.919571618694341	0.921778376997495	M01422	V$LHX61_02
642	0.0010340444179667	0.942561779308673	0.944808669421812	M01070	V$CMAF_01
643	0.00102074170411225	0.938104353040005	0.940311814701777	M01440	V$LHX8_01
644	0.00101746269968422	0.948943299897781	0.9511690852501	M00963	V$T3R_Q6
645	-0.00100314990658179	0.339343692088974	0.338560767689194	M01324	V$OCTAMER_01
646	0.000984474545407513	0.946712706122304	0.948861183159882	M00004	V$CMYB_01
647	0.000975462372186035	0.936944271085065	0.939051092832542	M00333	V$ZF5_B
648	-0.000971161568334963	0.997241505703351	0.99501398354979	M00143	V$PAX5_01
649	0.000960403010767774	0.952359295704772	0.954467682641531	M01241	V$BEN_02
650	0.000954857575272194	0.93550452367238	0.937563624886767	M01034	V$EBOX_Q6_01
651	0.000947596864836447	0.673252496857121	0.674723085342623	M01394	V$HOXA7_03
652	0.000939489612910904	0.518476855291745	0.519599666851958	M01332	V$BARHL1_01
653	0.000927477476237053	0.953203305563098	0.95524113776782	M00088	V$IK3_01
654	0.000923690166833878	0.887613256584726	0.889503108241975	M00431	V$E2F1_Q6
655	0.000923399271653622	0.918745751719744	0.920701272078518	M01104	V$MOVOB_01
656	0.000893534996308211	0.956402353496737	0.958372119945329	M00917	V$CREB_Q4_01
657	0.000885514182824162	0.935605875955113	0.937515496081037	M01442	V$BSX_01
658	0.0008815808000057	0.928150436271114	0.930036416127702	M00273	V$R_01
659	0.000877441979030291	0.961477189688947	0.963421707284083	M00071	V$E47_02
660	0.000874391905650584	0.507714854410119	0.508738097820649	M00394	V$MSX1_01
661	0.000865256408756825	0.944033775740817	0.945916474109244	M01160	V$KID3_01
662	0.000864989436696866	0.960134328575112	0.962048545081142	M00774	V$NFKB_Q6_01
663	0.000862980574634777	0.959621471403595	0.961530217786818	M00211	V$PADS_C
664	0.00086270728011956	0.937210564889529	0.939074143650952	M00002	V$E47_01
665	0.000854242404589305	0.91702763062167	0.918833167765963	M00324	V$MINI20_B
666	0.00084856421527757	0.947445009971126	0.949298024249955	M01037	V$GLI_Q2
667	0.000841499580620323	0.964971556261416	0.966843121294057	M00236	V$ARNT_01
668	0.000836611956457681	0.968419311637105	0.970286643768136	M00147	V$HSF2_01
669	0.000829965985822689	0.453314596386086	0.454181739411295	M00471	V$TBP_01
