# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs533722308-C	rs533722308-CT	Matrix_ID	Matrix_name
332	0.00406978092083099	0.00401915832211097	0.00405699894824707	M01125	V$OCT4_01
333	0.0040662667240321	0.238057578909578	0.240296961426563	M00216	V$TATA_C
334	0.00406354603423714	0.514766187709351	0.519605283762019	M00224	V$STAT1_01
335	0.00406288320088535	0.664776742672291	0.671024999445624	M00765	V$COUP_DR1_Q6
336	0.00406061190767215	0.632163089482918	0.638101472359352	M00793	V$YY1_Q6
337	0.00406022422060642	0.631068634144092	0.636996167343649	M00997	V$DEC_Q1
338	0.00404147435002544	0.195487812588414	0.19731548142523	M01449	V$CDX2_01
339	0.00403782520156054	0.314090047102656	0.317023896756484	M00136	V$OCT1_02
340	0.00403502972729419	0.270767620359093	0.273295045099877	M00103	V$CLOX_01
341	0.00403346638548818	0.470928356088149	0.475322429072377	M00711	V$ZTA_Q2
342	0.00403071586370252	0.555041246778968	0.560216600619768	M00726	V$USF2_Q6
343	0.0040281546301193	0.45059180862649	0.454790565702225	M01484	V$PITX1_01
344	0.0040129162937903	0.0253040371691169	0.0255389320809732	M01044	V$TBX5_Q5
345	0.00400534511995865	0.0813321517741901	0.0820857191803781	M00991	V$CDX_Q5
346	0.0039890780718851	0.792036035721443	0.799344552224373	M00326	V$PAX1_B
347	0.00398904482814472	0.366593818798082	0.369976536784291	M00485	V$NKX22_01
348	0.00398812111442048	0.455840114324049	0.460045367571447	M00040	V$CREBP1_01
349	0.00398670925858097	0.33311641861527	0.336188418334192	M01251	V$E2F1_02
350	0.00398231980889135	0.383162918255412	0.386692538457286	M00789	V$GATA_Q6
351	0.00397631715355146	0.462378127642755	0.466631012873666	M01450	V$OBOX1_01
352	0.00396877740575541	0.204955855762662	0.206837418315903	M00302	V$NFAT_Q6
353	0.00396818781123015	0.465994618797725	0.470271965106944	M01390	V$DUXL_01
354	0.00396314627318184	0.11747287885644	0.118549781597562	M00318	V$LPOLYA_B
355	0.00396308105207407	0.678311178529049	0.684529320948914	M00007	V$ELK1_01
356	0.00395405756883188	0.459962769028	0.464169646716014	M00978	V$LEF1TCF1_Q4
357	0.00395250409443065	0.703740095233369	0.710174050891708	M01023	V$HSF1_Q6
358	0.00394586366532229	0.551086049885431	0.556115860204733	M01436	V$CRX_02
359	0.00394166497644338	0.431421664054916	0.435355078151584	M01147	V$DMRT2_01
360	0.00394057185422214	0.318967241856085	0.321874561605564	M00463	V$POU3F2_01
361	0.00393642535603256	0.485923431995083	0.490347840826761	M01364	V$OBOX2_01
362	0.00392749422386887	0.566312075051191	0.571456683096794	M01326	V$GSH2_01
363	0.00391407519382939	0.566902807919634	0.572035107145547	M00106	V$CDPCR3HD_01
364	0.00391211462528074	0.144900597456119	0.146211755252474	M00195	V$OCT1_Q6
365	0.00389717015675256	0.421347310529783	0.425145313720759	M01650	V$PNR_01
366	0.00386122391733984	0.519137457636992	0.523773582078099	M00630	V$FOXM1_01
367	0.00385272896222888	0.466512651302567	0.470669606662243	M00437	V$CHX10_01
368	0.00384201553584884	0.403091440360981	0.406673236016488	M01480	V$OBOX5_02
369	0.00383933602781372	0.57462521225574	0.579727648330016	M01244	V$HSF2_02
370	0.00383897015602724	0.460311834617937	0.464398823576508	M01400	V$DLX3_01
371	0.00380163179421034	0.213472506689211	0.215349358104074	M01301	V$MEF2_05
372	0.00378729343679907	0.474324081323916	0.478478543803442	M01445	V$OBOX6_01
373	0.00378510154072031	0.416394576324285	0.420039531673936	M01430	V$HOXA13_03
374	0.0037769258726135	0.675043091980385	0.68093933640816	M00126	V$GATA1_02
375	0.00377657621060973	0.598050066208875	0.603273320155299	M00966	V$DR3_Q4
376	0.00377304892896296	0.518231961252565	0.522753853508877	M01203	V$PU1_01
377	0.0037697683819016	0.655785575495926	0.661502710709967	M00998	V$PBX_Q3
378	0.00376370309774535	0.589516394399171	0.594647490433872	M00690	V$AP3_Q6
379	0.00376176139346163	0.18740101032061	0.18903128618862	M01286	V$SOX_01
380	0.00375925164701213	0.37570779128868	0.378974032622375	M01302	V$MYF_01
381	0.00374946210905447	0.168446637078166	0.169907209454646	M00248	V$OCT1_07
382	0.00374445759802972	0.577133656558632	0.58213117702548	M01304	V$SRF_03
383	0.00374011533614582	0.423492772764848	0.42715561393164	M01385	V$PAX4_05
384	0.00373690704415996	0.0303463861412556	0.0306086296557624	M00135	V$OCT1_01
385	0.00373672281170051	0.36451950537082	0.367669407393482	M01479	V$POU6F1_03
386	0.0037265536808222	0.511008843266076	0.5154125267399	M01131	V$SOX10_Q6
387	0.00372121548491158	0.680039829236943	0.685891727862831	M01595	V$STAT3_03
388	0.00370655679208165	0.195116098514655	0.196788474980268	M00725	V$HP1SITEFACTOR_Q6
389	0.00368174005642458	0.50775221244191	0.512074989184698	M01428	V$GSC_01
390	0.0036815399690342	0.220134518665602	0.222008543868503	M01004	V$HELIOSA_02
391	0.00367821775201327	0.554054387338513	0.558766828382339	M01372	V$NKX22_02
392	0.00367357338130997	0.524351456680311	0.528805608013798	M01214	V$ESE1_Q3
393	0.0036694881204237	0.660754392536108	0.666360962803742	M00065	V$TAL1BETAE47_01
394	0.00366359360407281	0.425722079574303	0.429328548879957	M01460	V$HOXB6_01
395	0.00365239127463929	0.727664458932336	0.733809879705737	M00763	V$PPAR_DR1_Q2
396	0.00363873886817143	0.722766494339278	0.728847637531119	M00762	V$DR1_Q3
397	0.00363767642715113	0.540598038743623	0.545145136887064	M00621	V$CEBPDELTA_Q6
398	0.0036314171489559	0.610768147478058	0.615896586339469	M00034	V$P53_01
399	0.00362368675357641	0.614223166042124	0.619369590858319	M01383	V$NKX3A_02
400	0.00362172263599708	0.535224918134291	0.539706995207722	M01323	V$OTP_01
401	0.00361548989849209	0.36957104712644	0.372660558374463	M00494	V$STAT6_01
402	0.00361038094413679	0.535122421955284	0.539589549027154	M00055	V$NMYC_01
403	0.00360833824973755	0.505476031109636	0.509693276924052	M01387	V$OTX2_01
404	0.00360266879545351	0.47109656513795	0.475020777883269	M00002	V$E47_01
405	0.00359765521803923	0.358883478868074	0.361868784254246	M01317	V$HOXC13_01
406	0.00359544433668552	0.532478334246658	0.536904922858094	M00624	V$DBP_Q6
407	0.00359453944304755	0.522705570335826	0.527049818035633	M01474	V$ESX1_01
408	0.00359334308186648	0.661524870999023	0.667021019521565	M01142	V$LRH1_Q5
409	0.00359248020282438	0.548866890939697	0.553425943345054	M01441	V$OG2_02
410	0.00359057793172468	0.0931817248032566	0.0939553085150859	M00291	V$FREAC3_01
411	0.00358003797755693	0.669624733664063	0.675167493453956	M01263	V$TBX15_01
412	0.00357444528714906	0.530060811587598	0.534441460905448	M00693	V$E12_Q6
413	0.00355969710257065	0.26755478328569	0.269756809666643	M00465	V$POU6F1_01
414	0.00355786731764399	0.679858352616776	0.685450827244658	M01299	V$MECP2_02
415	0.00355350626401779	0.473400879707595	0.477290254537087	M01415	V$SHOX2_01
416	0.00353804904794397	0.23406340681119	0.235978029871391	M00243	V$EGR1_01
417	0.00352421797987579	0.702991846294052	0.708719701615343	M00638	V$HNF4ALPHA_Q6
418	0.00350608220696831	0.772302831764525	0.778562908130865	M01248	V$DAX1_01
419	0.00349175224784187	0.483227902006267	0.487128742199802	M00976	V$AHRHIF_Q6
420	0.00349017401754842	0.595960249165074	0.600768934050512	M00498	V$STAT4_01
421	0.00348251009843184	0.58621536053248	0.590934987628133	M00003	V$VMYB_01
422	0.00347302717804721	0.634900211124536	0.639997825899576	M00927	V$AP4_Q6_01
423	0.00346068946973149	0.665318210419232	0.670640999099455	M00225	V$STAT3_01
424	0.0034463861943651	0.409310216027427	0.41257125919422	M00622	V$CEBPGAMMA_Q6
425	0.0034274284882243	0.260645399688101	0.262710537299393	M00478	V$CDC5_01
426	0.0034107858708006	0.599744892534374	0.60447360831115	M01661	V$HBP1_Q2
427	0.00340276736963346	0.322220510842901	0.324755076959242	M00451	V$NKX3A_01
428	-0.0034025176242749	0.488560916703677	0.484748199044643	M01075	V$PLZF_02
429	0.00338521765650215	0.660401970003255	0.665569754021081	M00778	V$AHR_Q5
430	0.00337349850087598	0.588519812104023	0.593109098268702	M01403	V$OTX3_01
431	0.00336934694270163	0.511015912189296	0.514995898768629	M01434	V$HOXD11_01
432	0.00335268952213624	0.527190247620441	0.531275828541863	M00241	V$NKX25_02
433	0.00335081333418874	0.128534276930739	0.12952982301007	M00071	V$E47_02
434	0.00332650689746261	0.573898974840655	0.578311669540503	M00973	V$E2A_Q6
435	0.00331844969364736	0.442196398227429	0.445588168341869	M00423	V$FOXJ2_02
436	0.00331681718218738	0.636221141429201	0.641098725725609	M01009	V$HES1_Q2
437	0.00331425507121044	0.589917983131252	0.594437077755471	M01034	V$EBOX_Q6_01
438	0.00330162005467149	0.494883115811392	0.498659683520226	M01437	V$HOXC12_01
439	0.00330023989528508	0.767028849301888	0.772879767987241	M01196	V$CTF1_01
440	0.00329845289323571	0.517839446983427	0.521787394542582	M00310	V$APOLYA_B
441	0.00328553099036502	0.624497004169806	0.629239373978725	M01398	V$SIX6_02
442	0.00328522318228147	0.421696994088683	0.424899019099541	M01339	V$PAX7_01
443	0.00328138868953293	0.667973308437147	0.673039413612261	M00658	V$PU1_Q6
444	0.00327187805618359	0.784959518137168	0.79089556093874	M00320	V$MTATA_B
445	0.00326833684063965	0.516511270349104	0.520413002871243	M01330	V$HOXB3_01
446	0.00326294896327588	0.802048587379055	0.808097246970411	M00201	V$CEBP_C
447	0.00326002573509943	0.597353724218499	0.601854623817839	M01013	V$IPF1_Q4_01
448	0.00325412806577485	0.529931790004045	0.533917432881524	M01651	V$P53_03
449	0.00325365015999932	0.559121952008696	0.563326515625043	M01366	V$OTX1_01
450	0.00323349536993561	0.575290287057281	0.579589537301087	M01478	V$CPHX_01
451	0.00323149640667525	0.612835773880789	0.617412766637376	M01207	V$ETS2_Q6
452	0.00322702948571908	0.76617985634045	0.771894167246335	M00717	V$PAX8_01
453	0.00320531852411843	0.722648219348863	0.728001468588298	M01457	V$NKX23_01
454	0.00320214508440658	0.499413372004885	0.503109260983019	M01485	V$IRX3_02
455	0.0032014402896281	0.66810141623469	0.673044582185064	M00418	V$TGIF_01
456	0.00319170289301587	0.660177181365209	0.665046805978562	M01138	V$RORA_Q4
457	0.00319091570073043	0.635604004785639	0.640291211199422	M00045	V$E4BP4_01
458	0.00318640451620464	0.690047034044729	0.695128505233586	M00240	V$NKX25_01
459	-0.00318048351471334	0.218852152696936	0.217255279655658	M00101	V$CDXA_02
460	0.00317848627444292	0.577342386074948	0.581583302209547	M01259	V$CTCF_02
461	-0.00317435831096324	0.561967713080033	0.557875136752901	M00042	V$SOX5_01
462	0.00316573393709879	0.430186602060184	0.433333848924419	M01261	V$HNF3A_01
463	0.00313077494153155	0.719208064308453	0.724411478703237	M01119	V$KAISO_01
464	0.00312814824948837	0.529289504783485	0.533115648784549	M01468	V$DLX2_01
465	0.00312344446082388	0.725829365905906	0.731068345055259	M00127	V$GATA1_03
466	0.00310908870730764	0.473305626984918	0.476706151745717	M01472	V$IRX5_01
467	0.00310822709314994	0.764619358174919	0.7701113358083	M00186	V$SRF_Q6
468	0.00310642908431324	0.546416828835962	0.550339260076846	M01380	V$HOXD12_01
469	0.00310234248853261	0.768544217864547	0.774053897962518	M01111	V$RBPJK_Q4
470	0.00310005634216076	0.499098457909965	0.502673839947264	M01405	V$IRX2_01
471	0.00307801449448719	0.389911587967387	0.392684859590797	M00954	V$PR_01
472	0.00307504602578665	0.625112628746064	0.629554480011146	M01345	V$SIX6_01
473	0.00304964897718053	0.771825004379907	0.777263892224194	M00327	V$PAX3_B
474	0.00303025443192562	0.742560394665953	0.747759667093595	M00223	V$STAT_01
475	0.00302979598662041	0.81021661939971	0.815888747111052	M00761	V$P53_DECAMER_Q2
476	0.00300646029517219	0.746133475018553	0.751316601222966	M01195	V$TBX22_01
477	0.0030026128841337	0.642981047722276	0.647441874672917	M01325	V$LH2_01
478	0.00299783885349467	0.714054505373341	0.719000516830394	M01421	V$LHX4_01
479	0.00299623767039864	0.64330679229765	0.647760370325131	M01397	V$VAX1_01
480	0.00297304760972389	0.642057860292762	0.646468271586886	M01402	V$HOXA2_01
481	0.0029679032405962	0.48343715414206	0.486752205401149	M01418	V$LIM1_01
482	0.00296689198078914	0.590736146252056	0.594785588964965	M01392	V$HOXA6_01
483	0.00295567684695675	0.623947665564946	0.628208547289691	M01319	V$HOXB5_01
484	0.00295522225341729	0.564098741834962	0.567950326218988	M01394	V$HOXA7_03
485	0.00294889259395947	0.552659701707103	0.556425072263868	M01361	V$HOXC10_01
486	0.00294566044049432	0.629584165223723	0.633868918605117	M00721	V$CACCCBINDINGFACTOR_Q6
487	0.00293731301075878	0.426970607441597	0.429868173737038	M00245	V$EGR3_01
488	0.00292791840392592	0.674318069260376	0.67887953310862	M01267	V$FRA1_Q5
489	0.0029129636424467	0.641038667776471	0.645352788320617	M01422	V$LHX61_02
490	0.00289671114767159	0.644028866584764	0.648338847763783	M01438	V$IPF1_06
491	0.00289515330460394	0.546259944718774	0.54991366243866	M00650	V$MTF1_Q4
492	-0.00289214196330753	0.674311424054332	0.669835831480642	M01431	V$BARX2_01
493	0.00287631207798184	0.761063318688717	0.766120533881527	M00176	V$AP4_Q6
494	0.00286671767070726	0.611736940180304	0.615788287400501	M01425	V$HNF1B_01
495	0.0028583485212863	0.168876762780516	0.169991906194493	M00082	V$EVI1_05
496	0.00284851571900299	0.720164322417238	0.724903368672499	M00199	V$AP1_C
497	0.0028345889673821	0.796384613732045	0.801599522406818	M00072	V$CP2_01
498	0.0028286017521805	0.621991096473417	0.626055405588793	M01080	V$CBF_02
499	0.00279340291025758	0.825488323237773	0.830815016081081	M00319	V$MEF3_B
500	0.00278841617053743	0.662333079468277	0.666599313554588	M00415	V$AREB6_04
501	0.00278610832952042	0.112267911113269	0.11299045316568	M00941	V$MEF2_Q6_01
502	0.00278476791654172	0.581823946874907	0.585566684779648	M00396	V$EN1_01
503	0.00277348143195966	0.666913683352336	0.671186340630321	M01439	V$DLX1_01
504	0.00277281953798943	0.804258281827235	0.809409619077036	M01043	V$NKX25_Q5
505	0.00276227117086858	0.0588471405340704	0.0592226226286503	M01464	V$HOXA10_01
506	0.00275306978499948	0.594287466091346	0.598066725836605	M00215	V$SRF_C
507	0.00275094477757887	0.617248120607411	0.62117035493079	M01348	V$K2B_01
508	0.00274304794326402	0.778045934512725	0.782975703525498	M00118	V$MYCMAX_01
509	0.00269918932988233	0.838356908515145	0.843583616999219	M00221	V$SREBP1_02
510	0.00269806804008277	0.816668016710796	0.821757384845038	M00287	V$NFY_01
511	0.00269139737457035	0.759260906204867	0.763980786081048	M00615	V$MYCMAX_03
512	0.00267998776890696	0.684851250143822	0.689090465078367	M01452	V$HOX13_02
513	0.00267358125376628	0.754501230578506	0.759160378565184	M00500	V$STAT6_02
514	-0.00267045148513789	0.15632159074252	0.155363327553458	M00474	V$FOXO1_02
515	0.00266590538231207	0.779099700818466	0.783896892724977	M01346	V$TGIF_02
516	0.00264048214127718	0.683758987233019	0.68792886074022	M01314	V$LHX61_01
517	0.00262608213539332	0.798653000314749	0.803496907625478	M00053	V$CREL_01
518	0.00262476786704924	0.479492431832016	0.482399139732727	M01318	V$IRX3_01
519	0.002618517939314	0.734632257808059	0.739075000421018	M01443	V$MOX1_01
520	0.00261264968532242	0.82217901817167	0.827140029738085	M01656	V$P63_01
521	0.00259123879834713	0.69200953353636	0.696150783714684	M00277	V$LMO2COM_01
522	-0.00258456773608606	0.154208936097556	0.153293935231247	M00258	V$ISRE_01
523	0.00257589844329653	0.17801778284077	0.179076783910694	M01151	V$DMRT7_01
524	0.00256656433461838	0.876077514372324	0.881270227033477	M00727	V$SF1_Q6
525	0.00253717706272101	0.814776417110444	0.819550325949775	M00804	V$E2A_Q2
526	0.00252952441120891	0.690266431079416	0.694298581201531	M01236	V$IPF1_04
527	0.00252125298900528	0.768095011683498	0.772567078624922	M01386	V$EVX2_01
528	0.00248772428467758	0.292890812169369	0.294573362787915	M01416	V$HOXC9_01
529	0.00248760168620858	0.74962237745647	0.753928471081755	M01359	V$DOBOX4_01
530	0.00248446840441097	0.460246836159012	0.462887315688523	M01396	V$HOXB7_01
531	0.00247861623108103	0.0219597065908989	0.0220853938943097	M00772	V$IRF_Q6
532	0.00246984921264326	0.412823313879309	0.415177744265803	M00394	V$MSX1_01
533	0.00246734051863295	0.719860371787359	0.723961726203147	M01665	V$IRF8_Q6
534	0.00245314311381217	0.710571909605203	0.714596982572754	M00175	V$AP4_Q5
535	0.00244669916374596	0.715410996028975	0.719452805127703	M01338	V$HOXD3_01
536	0.00244277315654823	0.426139659751015	0.428543318119222	M01377	V$IRXB3_01
537	0.00242955972610903	0.797295578928826	0.801768363391408	M00328	V$PAX8_B
538	0.00242721485638667	0.714202570207742	0.718205329660158	M01287	V$NEUROD_01
539	0.00240783443276536	0.824504182801668	0.829088130418375	M01116	V$CLOCKBMAL_Q6
540	0.00240668463350362	0.816544250052303	0.821081769471491	M01249	V$HIF2A_01
541	0.0024064549920445	0.750795240187023	0.754966994522256	M01350	V$NKX24_01
542	0.00237032252473669	0.882229405556298	0.887057662366048	M00075	V$GATA1_01
543	0.0023696669943556	0.816499317358736	0.820966607978945	M00974	V$SMAD_Q6_01
544	0.00236832620293308	0.817814397935572	0.822286345083233	M00808	V$PAX_Q6
545	0.00235772303914752	0.696837499793789	0.700630818954678	M01448	V$HOXD1_01
546	0.00234189402394236	0.613217547886814	0.616533200133322	M00244	V$NGFIC_01
547	0.00232300265006571	0.706851687512297	0.710642704339631	M01197	V$ELF5_01
548	0.00231994693695431	0.481248836343976	0.48382648619641	M01250	V$E2F1_01
549	0.00231646757244675	0.512784158486676	0.515526586663123	M01329	V$HOXC11_01
550	0.00231561772202464	0.858891553629996	0.863483313927059	M01209	V$GAF_Q6
551	-0.00231097804027014	0.482737324538543	0.480175393650191	M01356	V$PMX2B_01
552	0.00228940133433675	0.797049180432376	0.80126195231726	M01312	V$NKX21_01
553	0.00228549060787447	0.705130421781354	0.708850977630643	M00095	V$CDP_01
554	0.00228458541144327	0.00586503890127643	0.00589597295093669	M00972	V$IRF_Q6_01
555	0.00228231358521767	0.84812739403256	0.852596223185113	M00086	V$IK1_01
556	0.00226996014881095	0.767277371967915	0.771298258210953	M01340	V$BARX1_01
557	0.00226781557319444	0.835469110208528	0.8398432053033	M01589	V$ERR2_01
558	0.00225748749108613	0.857657344348348	0.862127103115183	M00433	V$HMX1_01
559	0.00225714049014453	0.867805160936825	0.872327108978054	M01202	V$VDRRXR_01
560	0.00223154352784733	0.865274223971983	0.869731721050771	M00512	V$PPARG_01
561	0.00223078105291791	0.795528310049989	0.799625104203968	M00419	V$MEIS1_01
562	0.00220343647685836	0.797005132987397	0.8010590936092	M01482	V$NKX32_02
563	0.00220005961218708	0.715110036940762	0.718741850159621	M00246	V$EGR2_01
564	0.00219593267713122	0.711277303815259	0.714882858527011	M00652	V$NRF1_Q6
565	0.00219458818873242	0.853515571726725	0.857839494525373	M01112	V$RBPJK_01
566	0.0021933802148407	0.708382512690669	0.711969208898082	M01327	V$VAX2_01
567	0.00219082991546049	0.646033051878715	0.649300246190516	M00124	V$PBX1_02
568	0.00218571438026295	0.791982085567424	0.795978014648866	M00924	V$AP1_Q2_01
569	0.00217782466980029	0.638735010721957	0.641946072719324	M01288	V$NEUROD_02
570	0.00217147364679221	0.884588817452855	0.889022839885097	M01269	V$NURR1_Q3
571	0.00216871223382287	0.454623827563499	0.456899735128843	M00137	V$OCT1_03
572	0.00215774847566771	0.639446259897983	0.642631189810022	M01367	V$LHX9_01
573	0.00215074300845919	0.69505127254123	0.698501890407177	M01376	V$S8_02
574	0.0021349162424114	0.787399414226388	0.791279662486209	M01456	V$HMBOX1_01
575	0.00211980045387078	0.793840542269848	0.797724766345845	M00425	V$E2F_Q3
576	0.00211727743599574	0.810199295992268	0.814158832833758	M01227	V$MAFB_01
577	0.00211471423505775	0.885344977872933	0.889666509459744	M00641	V$HSF_Q6
578	0.0021105451807694	0.854488442349685	0.858651114765618	M00515	V$PPARG_02
579	0.00210945154161345	0.810404487129679	0.814350352211069	M00447	V$AR_Q2
580	0.00210517610137674	0.75408912459436	0.757753329995491	M01487	V$HOXA1_01
581	0.00210496717870434	0.830608426050603	0.834644045983301	M01358	V$SIX3_01
582	0.00208191189735306	0.824786195881254	0.828749530960749	M01488	V$MEIS2_01
583	0.00207270566976901	0.859044847921545	0.863154508236331	M00967	V$HNF4_Q6
584	0.0020716934961309	0.629234233886861	0.632243009445527	M00099	V$S8_01
585	0.00206789245093728	0.862581984769478	0.866698961160507	M00821	V$NRF2_Q4
586	0.00206574671621583	0.852119172526684	0.856181981280207	M00187	V$USF_Q6
587	0.0020507161395151	0.713858332555174	0.717237105693801	M00322	V$MYCMAX_B
588	0.00204707352860853	0.832426888828846	0.836359845574079	M01322	V$NKX26_01
589	0.0020325118165135	0.791551940382863	0.79526511042538	M00237	V$AHRARNT_02
590	0.00200592424264898	0.88035857773628	0.884434192849831	M00107	V$E2_01
591	0.00200279948813936	0.515624587947726	0.518007942007412	M01378	V$HOXA11_01
592	0.00199441277754214	0.638510051276438	0.641449027433585	M01118	V$WT1_Q6
593	0.00197280426605706	0.874418547720571	0.8783996728108	M01198	V$RXRLXRB_01
594	-0.00197230593379599	0.385537271468365	0.383790361352513	M00410	V$SOX9_B1
595	0.00193632689571822	0.869999447122221	0.873887049744304	M01389	V$RAX_01
596	0.00193427244919096	0.811118187694735	0.814738824563958	M01337	V$HOXA3_02
597	0.00191908438038343	0.860730503567221	0.864542362755051	M00059	V$YY1_01
598	0.00191704188154088	0.714287177694305	0.717447119010349	M01081	V$ZEC_01
599	0.00190278570557995	0.821873339090281	0.825482134000841	M01266	V$ELF1_Q5
600	0.0019015081888009	0.771284202870317	0.774668585256561	M01371	V$GBX1_01
601	0.00189036532581716	0.318221341055602	0.319609490611365	M01391	V$PAX6_02
602	0.00188652756416116	0.817048789399291	0.820605679443651	M00444	V$VDR_Q3
603	0.00188473179750945	0.847318012417712	0.851003155814528	M00929	V$MYOD_Q6_01
604	0.00188057569570524	0.851922501877128	0.855619482925998	M00467	V$ROAZ_01
605	0.0018653024527655	0.837191749121319	0.840795235415562	M01153	V$PXRRXR_02
606	0.00184380887274987	0.924952925904837	0.928888186078766	M00468	V$AP2REP_01
607	0.00184036650681076	0.838076642413986	0.841635611819161	M01442	V$BSX_01
608	0.00181316391638274	0.879040661164466	0.882718296114858	M01152	V$PXRRXR_01
609	0.00180849532874616	0.689993013259223	0.692872282877668	M01417	V$ALX4_02
610	0.00180099757970718	0.780545022712897	0.783788624914948	M00716	V$ZF5_01
611	0.00179802353480216	0.854865511548705	0.858412078632851	M01419	V$MEIS1_02
612	0.00178907705743252	0.803154324030589	0.806469744257143	M00285	V$TCF11_01
613	0.0017841956690685	0.836603133828423	0.840047188681943	M00518	V$PPARA_02
614	0.00177409314096975	0.869710022335143	0.873270054557617	M00005	V$AP4_01
615	0.00177345886325466	0.901846742623441	0.905536999345467	M00183	V$MYB_Q6
616	0.00176630655032106	0.0374472362103012	0.0375998469126103	M01476	V$POU2F3_01
617	0.00175939001286263	0.911331351878581	0.915030775917772	M00634	V$GCM_Q2
618	0.00175317972195299	0.0464710796665847	0.0466590553943084	M01368	V$OCT2_01
619	0.0017436630470833	0.911084546674347	0.914749842701478	M01163	V$ELK1_03
620	0.00174291499519513	0.968887646997598	0.972783809505098	M00264	V$STAF_02
621	0.00173016019829653	0.250828718347849	0.251829973196177	M01404	V$HOXD13_01
622	0.0017279488509653	0.902542447364759	0.906140590773003	M00236	V$ARNT_01
623	0.00169502228291107	0.839147911756639	0.842429449513117	M00925	V$AP1_Q6_01
624	0.00168157202690934	0.868258948510233	0.871627331675839	M00050	V$E2F_02
625	0.00168010355810545	0.891542125076113	0.894997808351502	M00052	V$NFKAPPAB65_01
626	0.00166662003618252	0.923485862756	0.927036580212099	M00792	V$SMAD_Q6
627	0.0016656458987071	0.882781123784682	0.886173347576692	M01433	V$SIX2_01
628	0.0016318373486043	0.877636325106559	0.880940197932429	M01313	V$SIX1_01
629	0.00163183020356811	0.880682178078091	0.883997502511657	M00108	V$NRF2_01
630	0.0016287699477206	0.534224880771778	0.536232189562849	M01344	V$CDP_04
631	0.00162456770369635	0.927792591354101	0.931269689434598	M00184	V$MYOD_Q6
632	0.00161590306617992	0.897001938591453	0.900345679183306	M00088	V$IK3_01
633	0.00161512864559266	0.296769731671596	0.297875464559608	M01354	V$OCT1_08
634	0.00161214837808166	0.86190948073886	0.865114928331284	M00926	V$AP1_Q4_01
635	0.00160957181344334	0.351056099629519	0.35235958933213	M01410	V$IRX4_01
636	0.00159229792112378	0.900158632476628	0.903465032990051	M00964	V$PXR_Q2
637	0.00156748320488301	0.780056549590722	0.782877066124517	M01175	V$CKROX_Q2
638	0.00155986969099011	0.88887949492431	0.892077852855356	M01440	V$LHX8_01
639	0.00153660044795134	0.857746363466578	0.860786576779244	M01079	V$CBF_01
640	0.00153011627073436	0.883546402367553	0.886664823519978	M00087	V$IK2_01
641	0.00152341389115544	0.912665541320913	0.915872602045679	M00338	V$ATF_B
642	0.00152181597949341	0.727679261997102	0.730233603483847	M01235	V$IPF1_03
643	0.00151885340054098	0.85699319785495	0.85999559797958	M00083	V$MZF1_01
644	-0.00151746020451604	0.698559559279019	0.696122994679893	M01016	V$SOX17_01
645	-0.0015142042236708	0.996176774584638	0.99270956837364	M01592	V$LBP9_01
646	-0.00150369268427281	0.463966182317766	0.4623625327452	M01341	V$MSX3_01
647	0.00149981585448186	0.589368577399589	0.591407453006712	M01162	V$OG2_01
648	0.00149407123127866	0.897441417443434	0.900534135646118	M01414	V$NKX25_03
649	0.00148010124807766	0.923903923261177	0.927058014017549	M00928	V$E2_Q6_01
650	0.00146208605479067	0.897101709109015	0.900126961102365	M01154	V$CMYC_02
651	0.00145983748244878	0.908745155566884	0.911804951273408	M00631	V$FXR_Q3
652	0.00144568659139351	0.896556277027345	0.899545721155697	M01395	V$MRG2_01
653	0.0014367801283613	0.996554017037268	0.999856384781638	M00143	V$PAX5_01
654	0.00141963462786587	0.0127392139730382	0.0127809244269241	M00987	V$FOXP1_01
655	0.00141087039033678	0.927951657319291	0.93097114864089	M00181	V$E2_Q6
656	0.00139946979379019	0.738453720411962	0.740837150532509	M01233	V$IPF1_01
657	0.00137397823096626	0.789604927870923	0.792106958148704	M00623	V$CRX_Q4
658	0.00137010754320466	0.0335949669021811	0.0337011192972723	M00734	V$CIZ_01
659	0.00132988212998664	0.604308132201782	0.606161460633977	M01453	V$CART1_03
660	0.00128900381126099	0.865986500830259	0.868560602365804	M00074	V$CETS1P54_02
661	0.00128568970740202	0.944757870313041	0.947558884947011	M01132	V$SF1_Q6_01
662	0.00127581261308443	0.858382391432951	0.860907740648746	M01382	V$GBX2_01
663	0.00127257975215227	0.93637257070771	0.939120375181358	M00158	V$COUP_01
664	0.00126845275039494	0.916774670481219	0.919456227090467	M01334	V$NKX11_01
665	0.00125993622329404	0.937837341112974	0.94056206119058	M00185	V$NFY_Q6
666	0.00123029329015611	0.260154931800225	0.260892957863778	M00289	V$HFH3_01
667	0.0012293849555535	0.92693214139959	0.929559784409949	M00251	V$XBP1_01
668	0.00122429873740484	0.944319345421936	0.946985186589176	M01171	V$BCL6_Q3
669	0.00121742339975127	0.921592594083181	0.924179646115833	M01035	V$YY1_Q6_02
670	0.00121633524012099	0.940940701235753	0.943579702160877	M01123	V$NANOG_01
