# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs56391074-AT	rs56391074-A	Matrix_ID	Matrix_name
330	-0.00467940491989094	0.493841691382273	0.488549245013418	M00806	V$NF1_Q6_01
331	-0.00467866342245932	0.544679049705768	0.538842705031682	M01270	V$PPARG_Q6
332	-0.00467716784277972	0.6023554479479	0.595903141268749	M00184	V$MYOD_Q6
333	-0.00466403223521694	0.297709232733315	0.294529141303564	M01384	V$RHOX11_02
334	-0.00466207517435335	0.283494381882546	0.280467395513948	M00203	V$GATA_C
335	-0.0046407258218214	0.381494133633549	0.377439317491558	M01284	V$SOX9_Q4
336	-0.00463741177922933	0.451170938258331	0.446378949129881	M00173	V$AP1_Q2
337	-0.00463427878540387	0.989553569024405	0.979050358379039	M00512	V$PPARG_01
338	-0.00463316559003601	0.0594545830349769	0.0588236775177444	M01149	V$DMRT4_01
339	-0.00463313572100532	0.354007321002522	0.350250777295239	M01364	V$OBOX2_01
340	-0.00462164056335679	0.426779705333748	0.42226211502385	M00003	V$VMYB_01
341	-0.00461761962792451	0.439728842327511	0.435078209718216	M01244	V$HSF2_02
342	-0.00461273887027197	0.439326833599483	0.434685337812471	M00251	V$XBP1_01
343	-0.00460799094142297	0.742963297148204	0.735121913423673	M00313	V$GEN_INI2_B
344	-0.00460367822504626	0.205319084614922	0.20315412318659	M01422	V$LHX61_02
345	-0.00460327355796353	0.225495267398449	0.223117768628904	M01323	V$OTP_01
346	-0.00460082251766991	0.12699426513686	0.125656016228587	M01389	V$RAX_01
347	-0.00460032547313349	0.190052926886381	0.188050389293114	M00082	V$EVI1_05
348	-0.0045963048101465	0.222319129301651	0.219978647773801	M00793	V$YY1_Q6
349	-0.00459160886414384	0.568507675919375	0.562528750646566	M00271	V$AML1_01
350	-0.00458695949192234	0.408189012052387	0.403900462403881	M00152	V$SRF_01
351	-0.00455949149055684	0.52088191433872	0.515441980404034	M01595	V$STAT3_03
352	-0.00455603418236261	0.156787072261395	0.155150870381365	M01325	V$LH2_01
353	-0.00455078567710643	0.496589624802627	0.491413242938527	M00360	V$PAX3_01
354	-0.00454893319224925	0.333736532140116	0.330259117206186	M01337	V$HOXA3_02
355	-0.00453571220732463	0.190104764080961	0.188129667680499	M01327	V$VAX2_01
356	-0.00453293598851245	0.271823182062591	0.269000790465375	M01319	V$HOXB5_01
357	-0.00453260582843196	0.303886092287323	0.300731014040962	M00113	V$CREB_02
358	-0.00452134321356473	0.504403408716076	0.499179417155818	M01043	V$NKX25_Q5
359	-0.00451753666733445	0.0736491436531935	0.0728870150415437	M00172	V$AP1FJ_Q2
360	0.00451539556804081	0.224571485585292	0.226918554042662	M00489	V$NKX62_Q2
361	-0.00451030683874837	0.705513377893582	0.698224279236243	M00314	V$GEN_INI3_B
362	-0.00450216303393469	0.442168482748474	0.437608370291096	M01352	V$NKX29_01
363	-0.00448625228217991	0.155320733503313	0.15372453235606	M01326	V$GSH2_01
364	-0.0044830704517749	0.602106787703548	0.595923418640843	M01305	V$TEF_01
365	-0.00448271931287847	0.16044138989257	0.158793856526479	M01335	V$VSX1_01
366	-0.00447023254505591	0.321189577066188	0.317900500002459	M01369	V$HOXC4_01
367	-0.0044621828842154	0.140497134383381	0.139060979299526	M01438	V$IPF1_06
368	-0.00445135708924121	0.330969677366391	0.327594686881981	M00017	V$ATF_01
369	-0.00444739937383531	0.412543181775238	0.408340084599274	M01466	V$OBOX3_01
370	-0.00444690020579697	0.205577332772133	0.20348309134493	M01260	V$STAT1_05
371	-0.00444679563496397	0.129347718185567	0.128030067991101	M01376	V$S8_02
372	-0.00444545552886511	0.175412229758204	0.173625861488034	M01458	V$UNCX4.1_01
373	-0.00443862267229339	0.429894766049073	0.425523485782699	M00106	V$CDPCR3HD_01
374	-0.00442793234548566	0.544472942722112	0.538949868457832	M01264	V$TBX15_02
375	-0.00441927500356565	0.0968996526456317	0.0959186251652402	M01148	V$DMRT3_01
376	-0.00441737862238617	0.325596248184486	0.322301267382675	M01478	V$CPHX_01
377	-0.00441652777236579	0.473491781480546	0.468701040317237	M01383	V$NKX3A_02
378	-0.00441648377021359	0.371111517852954	0.367356686890977	M01484	V$PITX1_01
379	-0.0044163773257907	0.134014660200301	0.132658759602128	M01659	V$CDX2_Q5_01
380	-0.00440741599686945	0.335464510392216	0.332077282086904	M00117	V$CEBPB_02
381	-0.00439908433003211	0.242290370016091	0.23984853428856	M01365	V$EN1_02
382	-0.00439459560925834	0.633468334763736	0.627090634980917	M00124	V$PBX1_02
383	-0.0043906489160136	0.185954185329365	0.184083688902481	M01397	V$VAX1_01
384	-0.00438507955392664	0.0452460128466345	0.0447914616713933	M00040	V$CREBP1_01
385	-0.0043807638012463	0.059108513053302	0.0585152777059619	M00178	V$CREB_Q4
386	-0.00437987920523549	0.963869051318091	0.954197241271391	M00242	V$PPARA_01
387	-0.0043774089251446	0.145706426269149	0.144245175852124	M01371	V$GBX1_01
388	-0.00436100934021533	0.290504179472296	0.287601651522538	M00041	V$CREBP1CJUN_01
389	-0.004352208526755	0.397188747099734	0.393228265197873	M01165	V$ELK1_04
390	-0.00434039755962623	0.217136250577096	0.214976969681525	M00128	V$GATA1_04
391	-0.00433561320621439	0.421284236350501	0.417099429432272	M00054	V$NFKAPPAB_01
392	-0.00431766893990998	0.473507045926958	0.468822856730845	M00513	V$ATF3_Q6
393	-0.00430711274832185	0.29356309092022	0.290666070179846	M01475	V$EVX1_01
394	-0.00430150522568547	0.794333904893844	0.786505193803112	M00794	V$TTF1_Q6
395	-0.00428390154870661	0.503478693506098	0.498536769342632	M00311	V$ATATA_B
396	-0.0042744779704825	0.635008194228814	0.62878887834714	M00701	V$SMAD3_Q6
397	-0.0042729612778063	0.249645738569461	0.247201553571982	M01439	V$DLX1_01
398	-0.0042543017343285	0.129754797748958	0.128489939119268	M01416	V$HOXC9_01
399	-0.00424215653016546	0.220381939044886	0.218239743921711	M01330	V$HOXB3_01
400	-0.00423412243280497	0.386805911955193	0.383053099489452	M01235	V$IPF1_03
401	-0.00421255827367537	0.576516066139068	0.570951024113948	M01031	V$HNF4_Q6_01
402	-0.00421217525865758	0.142829082810893	0.141450495161138	M01487	V$HOXA1_01
403	-0.00420546092663893	0.672690035289971	0.666207524449113	M00221	V$SREBP1_02
404	-0.00420534912007769	0.628150910456818	0.622097769874709	M00977	V$EBF_Q6
405	-0.00418342532143695	0.451883805766322	0.447551845608913	M00459	V$STAT5B_01
406	-0.00417396110210261	0.505703252108746	0.500866269525158	M01234	V$IPF1_02
407	-0.00416538707714942	0.631352291629951	0.625325838457784	M01020	V$TBX5_02
408	-0.00416465483544451	0.773891086647592	0.766505348892843	M00315	V$GEN_INI_B
409	-0.0041622379549604	0.278663330533004	0.276005404074304	M01314	V$LHX61_01
410	-0.00415445040935064	0.479958466378098	0.475389085545492	M00457	V$STAT5A_01
411	-0.0041529814536248	0.343779655630591	0.340507898809329	M00917	V$CREB_Q4_01
412	-0.00414402212884019	0.50703051131999	0.502215453733462	M01485	V$IRX3_02
413	-0.00413873411363574	0.128307928568051	0.127090989074818	M01362	V$CART1_02
414	-0.00413209975978818	0.638143247020088	0.632100418744107	M01111	V$RBPJK_Q4
415	-0.00412904471117365	0.459401257952958	0.455054208631117	M01152	V$PXRRXR_01
416	-0.00412459332991122	0.0463608956117195	0.0459226798678302	M01361	V$HOXC10_01
417	0.00412060518011111	0.771501892767821	0.778856773259676	M01312	V$NKX21_01
418	-0.0040967958223975	0.67842586168349	0.672056211000261	M00319	V$MEF3_B
419	-0.00409513129044853	0.46322420276454	0.458876810739136	M00419	V$MEIS1_01
420	-0.00408855196830116	0.0666623746959073	0.0660377440051506	M01317	V$HOXC13_01
421	-0.0040721324784091	0.221919897350012	0.219848805523919	M00042	V$SOX5_01
422	-0.00406567761184262	0.18157576364152	0.179883861448481	M01453	V$CART1_03
423	-0.00406096644925841	0.411628819479042	0.407797732935925	M01345	V$SIX6_01
424	-0.00405806621882504	0.736545486993591	0.729695228846852	M00220	V$SREBP1_01
425	-0.00405585033746281	0.350598059338656	0.347339086277728	M01442	V$BSX_01
426	-0.00404742077486098	0.200362422947942	0.198503813324876	M01355	V$ALX3_01
427	-0.00404621169023933	0.371170164612284	0.367728125399845	M00310	V$APOLYA_B
428	-0.00402340133991244	0.621758658392335	0.616025146216429	M00107	V$E2_01
429	-0.00402289256853616	0.214102476432235	0.21212839110478	M01338	V$HOXD3_01
430	-0.00401324391305291	0.168254819892611	0.166707166579746	M01415	V$SHOX2_01
431	-0.00401219348419457	0.111705786661926	0.110678554340091	M01417	V$ALX4_02
432	-0.00400882884092421	0.651168150698265	0.645185089005977	M00773	V$MYB_Q3
433	-0.00400566065276775	0.11558154101334	0.114520390392031	M01441	V$OG2_02
434	-0.00400410645137672	0.501523693302635	0.49692099780914	M01381	V$OBOX5_01
435	-0.0039911740503554	0.574012706814911	0.568761685228526	M00483	V$ATF6_01
436	0.0039895411785229	0.111702902145995	0.112733761450054	M01590	V$SMAD1_01
437	-0.00398883916268794	0.486793031278099	0.482342481394416	M00396	V$EN1_01
438	-0.00397748666163433	0.150035196177552	0.148667371780867	M01455	V$EN2_01
439	-0.00396541645392706	0.616926737102453	0.611319397157197	M01457	V$NKX23_01
440	-0.00396373859785937	0.569128400511082	0.563957685633041	M01268	V$FXR_Q2
441	-0.00394810679928712	0.572891766170768	0.567707293334292	M01239	V$RELBP52_01
442	-0.00394517835028618	0.316106405055981	0.31324786337094	M01016	V$SOX17_01
443	-0.00394135828071418	0.508667186585357	0.504071756766142	M01661	V$HBP1_Q2
444	-0.00393865754003561	0.606758318945189	0.601280447841452	M00985	V$STRA13_01
445	0.00393608599530526	0.148671371359809	0.150024930213065	M01082	V$BRCA_01
446	-0.0039348937245145	0.234334248690222	0.23222066961213	M01448	V$HOXD1_01
447	-0.00392812475647952	0.195282105831202	0.193523774038151	M00622	V$CEBPGAMMA_Q6
448	-0.00392239755572177	0.218167980570018	0.216206434163041	M00981	V$CREBATF_Q6
449	-0.00389457497618595	0.56031114679132	0.555308968261209	M00998	V$PBX_Q3
450	-0.00389189346047802	0.149777321058079	0.148441100353857	M01468	V$DLX2_01
451	-0.00388997129071206	0.513881187477261	0.509298911204622	M00711	V$ZTA_Q2
452	-0.00388639358159937	0.476703081306827	0.472456214110895	M01463	V$DOBOX5_01
453	-0.00387607738741258	0.337839599895891	0.334837797604175	M01452	V$HOX13_02
454	-0.00387559594675513	0.173311580035069	0.171771847075333	M01474	V$ESX1_01
455	-0.00387319277982404	0.579702168078507	0.574555163319511	M00775	V$NFY_Q6_01
456	0.00385379372273198	0.315893623332377	0.318709238750579	M01476	V$POU2F3_01
457	-0.00384962267850497	0.229936796637399	0.22790762426815	M01385	V$PAX4_05
458	-0.00384299987620246	0.581908666538808	0.576782168430283	M00486	V$PAX2_02
459	-0.00384171330908187	0.597745473304545	0.59248121130091	M01066	V$BLIMP1_Q6
460	-0.00382934455562584	0.479802172164231	0.475590165225165	M00999	V$AIRE_01
461	-0.0038057958395577	0.598795546420707	0.593571124668435	M01445	V$OBOX6_01
462	-0.00379554727637615	0.557197624629643	0.552349174210811	M00418	V$TGIF_01
463	-0.0037802239350806	0.248212898517812	0.246061757797325	M01424	V$HOXB4_01
464	-0.00377529337255614	0.660952216655508	0.65523150341623	M00035	V$VMAF_01
465	-0.00377227662952079	0.419294503242377	0.415668287677542	M01366	V$OTX1_01
466	-0.00376834200785492	0.120210976080572	0.119172426307192	M01401	V$LBX2_01
467	-0.0037589893371287	0.161524452679306	0.160132428042954	M01301	V$MEF2_05
468	-0.00375699820533948	0.447010636334709	0.443160311341377	M01447	V$PITX2_01
469	-0.00375637994671252	0.544586731274307	0.539896703424964	M00805	V$LEF1_Q2
470	-0.00375287205440705	0.393746812368366	0.390358983899324	M01479	V$POU6F1_03
471	-0.00375088010162475	0.723606719751502	0.717384041132164	M00420	V$MEIS1AHOXA9_01
472	-0.00374683234652418	0.558120625628681	0.553326206994316	M01313	V$SIX1_01
473	-0.00374315139345213	0.647870491460247	0.642310539366897	M01658	V$AML1_Q4
474	-0.00374256165869974	0.492920567375674	0.488691041799834	M00256	V$NRSF_01
475	-0.00373843371847948	0.49093344165582	0.48672559296792	M00050	V$E2F_02
476	-0.0037310669770601	0.421252997408514	0.417649472402645	M01402	V$HOXA2_01
477	-0.00372891970892208	0.357407324601854	0.354351706714494	M00287	V$NFY_01
478	-0.00371069693218073	0.210298633222251	0.208509455027825	M00248	V$OCT1_07
479	-0.00370896203465551	0.648857589174908	0.643339810149861	M01105	V$ZBRK1_01
480	-0.00370150307506983	0.441347212910106	0.437601583946965	M01259	V$CTCF_02
481	-0.00369116936307198	0.59918356835562	0.594112548877116	M01108	V$HOXA7_01
482	-0.00366611677494688	0.127945787063787	0.126870272726387	M01444	V$PMX2A_01
483	-0.00364423428502084	0.911772723346836	0.904153903033694	M00324	V$MINI20_B
484	-0.00362791216685432	0.4529911042981	0.449222769914532	M00789	V$GATA_Q6
485	-0.00362141637385649	0.60572683645384	0.600696911390267	M00916	V$CREB_Q2_01
486	-0.00361084314525062	0.333157119910013	0.330398643716836	M00079	V$EVI1_02
487	-0.003588771401901	0.333124308073231	0.33038289387066	M00471	V$TBP_01
488	-0.00358716715363416	0.684595297473241	0.678963994865306	M01282	V$PPARA_Q6
489	-0.00357975536374927	0.553852802943868	0.549306328576771	M00538	V$HTF_01
490	-0.00356530662273175	0.438156778293106	0.434574488831518	M00348	V$GATA2_02
491	-0.00355646551422517	0.663425920725368	0.658015267416222	M01163	V$ELK1_03
492	-0.00354660045673544	0.403404157913913	0.40012323345534	M01230	V$ZNF333_01
493	-0.00354398851143567	0.141223155960728	0.140075417018213	M00318	V$LPOLYA_B
494	-0.00354371387440905	0.643306470803079	0.638078639012674	M00770	V$CEBP_Q3
495	-0.00354117774741136	0.135947003607486	0.134843017345191	M00289	V$HFH3_01
496	-0.00353028547561754	0.736204122432233	0.730243936438363	M00007	V$ELK1_01
497	-0.00352890501491254	0.492954424294174	0.488965101590057	M00485	V$NKX22_01
498	-0.00351557413847944	0.643178321993353	0.63799286846238	M01169	V$IK_Q5
499	-0.00351092961737431	0.0762254748715691	0.0756117359462622	M00039	V$CREB_01
500	-0.00350023014477019	0.282262884195638	0.279997107400478	M00080	V$EVI1_03
501	-0.00349955844554639	0.352234275574353	0.349407365784074	M00746	V$ELF1_Q6
502	-0.00348764115248576	0.611559201896854	0.60666768752557	M01488	V$MEIS2_01
503	-0.00348666393050545	0.571785634901187	0.56721352298673	M00415	V$AREB6_04
504	-0.00348570603146026	0.313591677556375	0.311084822133979	M01320	V$PROP1_02
505	-0.00347210068588024	0.870453429991653	0.863522066947183	M01248	V$DAX1_01
506	-0.00347140725893882	0.586720887146301	0.582049796902544	M01295	V$ATF5_01
507	-0.00346651071492332	0.479757047070322	0.475942899465705	M01233	V$IPF1_01
508	-0.00346480005843755	0.668022739388125	0.662714458879071	M01119	V$KAISO_01
509	-0.00345790934477908	0.613702420583319	0.608835443282451	M00619	V$ALX4_01
510	-0.00344989253640204	0.119961047830754	0.119011891602355	M00377	V$PAX4_02
511	-0.00344891214521581	0.363568277969443	0.360692465988721	M01261	V$HNF3A_01
512	-0.00343397763520936	0.213891834638393	0.212207255185534	M01418	V$LIM1_01
513	-0.00341180905059058	0.220861678764443	0.219133391272718	M01412	V$MSX1_02
514	-0.00339897515891208	0.0487563182453469	0.0483762197037469	M01331	V$ISX_01
515	-0.00338402654016223	0.584265651787185	0.579730739515361	M01450	V$OBOX1_01
516	-0.0033740170532445	0.685564181246283	0.680258695347946	M01029	V$TFE_Q6
517	-0.00336805317738087	0.101294316945618	0.100511794559528	M00269	V$XFD3_01
518	-0.0033600675967157	0.310400083194163	0.308007833093461	M00216	V$TATA_C
519	-0.00335757989309771	0.741890658084278	0.736177131686949	M00449	V$ZIC2_01
520	-0.00335419374258666	0.558940605478712	0.554640357734778	M00623	V$CRX_Q4
521	-0.0033300826859276	0.665224789453545	0.660143485747214	M00658	V$PU1_Q6
522	-0.00332775953787157	0.572386625723232	0.568017502576109	M00108	V$NRF2_01
523	-0.00332746775986725	0.554203789647329	0.549973828634943	M00136	V$OCT1_02
524	-0.00331295152000632	0.700484735526895	0.695161520340254	M00774	V$NFKB_Q6_01
525	-0.00329756771532397	0.00892051286924245	0.00885303653284342	M00694	V$E4F1_Q6
526	-0.00326107840305945	0.506820276098691	0.503028860511462	M01387	V$OTX2_01
527	-0.00325631790982264	0.750396603662887	0.744791208884113	M00104	V$CDPCR1_01
528	-0.00325033423782745	0.450193098462192	0.446836353153382	M00261	V$OLF1_01
529	-0.00323837239502089	0.737439210093857	0.731960850657674	M00070	V$TAL1BETAITF2_01
530	-0.00323139277915563	0.272878839003306	0.270856003334692	M00102	V$CDP_02
531	-0.00321573923177229	0.591375576443551	0.587012899851817	M00912	V$CEBP_Q2_01
532	-0.00321343374272443	0.543827882583251	0.539818838952469	M01480	V$OBOX5_02
533	-0.0032045831836861	0.523061546658627	0.519216171420607	M01000	V$AIRE_02
534	-0.00319025538273635	0.667842025356371	0.662954143141105	M01227	V$MAFB_01
535	-0.00318786634744919	0.772788214027537	0.767136459048329	M00997	V$DEC_Q1
536	-0.00317570674799986	0.717291937766658	0.712065989042209	M00185	V$NFY_Q6
537	-0.0031640280053809	0.481759429520349	0.478262352656863	M00135	V$OCT1_01
538	-0.00313027647008379	0.566325463977055	0.562258219512927	M00738	V$E2F4DP1_01
539	-0.00310931324859517	0.68652353010002	0.681625946432868	M00448	V$ZIC1_01
540	-0.00310681459974815	0.47692792064561	0.473528293465714	M01275	V$IPF1_Q6
541	0.00310352999151264	0.258471450380004	0.260325139514213	M01363	V$LMX1B_01
542	-0.00308569613936749	0.439453276570168	0.436341992838025	M00024	V$E2F_01
543	-0.00308001481943615	0.75056267409968	0.74525851722191	M00063	V$IRF2_01
544	-0.00306702231071168	0.67438320076537	0.669637429980278	M01419	V$MEIS1_02
545	-0.00306605442185248	0.66119268530128	0.656541202034116	M00671	V$TCF4_Q5
546	-0.00305331646710783	0.355205316557652	0.352716796174541	M01004	V$HELIOSA_02
547	-0.00304035735615768	0.679841999743177	0.675099262979955	M01395	V$MRG2_01
548	0.00303723934880895	0.148324737227813	0.149365682264436	M00292	V$FREAC4_01
549	-0.00302877522514189	0.702933248527316	0.698048037697708	M01035	V$YY1_Q6_02
550	-0.00300653357063374	0.4941938151069	0.490784425346367	M01117	V$OTX_Q1
551	-0.00300302429497115	0.665022063210827	0.660439484412522	M01153	V$PXRRXR_02
552	-0.00299859702400952	0.81365714275637	0.808058576789742	M00975	V$RFX_Q6
553	-0.00299369658318033	0.632162975579939	0.627820308480233	M00425	V$E2F_Q3
554	-0.00299284076103123	0.44500884192303	0.441952708025891	M01333	V$HDX_01
555	-0.00296849280279744	0.754676712864514	0.749535930277489	M01224	V$P50RELAP65_Q5_01
556	-0.00296152818066753	0.12279189775736	0.121957407353141	M00699	V$ICSBP_Q6
557	-0.00296070548941874	0.510748985445715	0.507278910149837	M01251	V$E2F1_02
558	-0.00293243642915278	0.771725205671864	0.766531927487895	M01003	V$HELIOSA_01
559	-0.00292107993446911	0.658352524958727	0.653939281213363	M00973	V$E2A_Q6
560	-0.00282231516877807	0.692939500223521	0.688450949640616	M00651	V$NFMUE1_Q6
561	-0.00281387146211888	0.76186356665212	0.756943273565895	M01070	V$CMAF_01
562	-0.00280002686369776	0.747044710604734	0.742243782298236	M00450	V$ZIC3_01
563	-0.00279536469544633	0.394687226556042	0.392154954845526	M01392	V$HOXA6_01
564	-0.00278073083486396	0.480137065465152	0.477072631610388	M00238	V$BARBIE_01
565	-0.00276605936735896	0.796110056129041	0.79105567485097	M00967	V$HNF4_Q6
566	-0.00276216429763579	0.777046083550147	0.772119661426567	M00515	V$PPARG_02
567	-0.00275854697988082	0.540464317682243	0.537042281821318	M00432	V$TITF1_Q3
568	-0.00275469137807216	0.2142205580869	0.212866076307762	M01308	V$SOX4_01
569	-0.00275303000359373	0.302503935541574	0.300592402213188	M00190	V$CEBP_Q2
570	-0.00274413510454224	0.647414060574492	0.643336203872337	M00986	V$CHCH_01
571	-0.00272425747784771	0.475257327015681	0.472285447183628	M00062	V$IRF1_01
572	-0.00271622282053741	0.502469586025162	0.499336780339884	M00491	V$MAZR_01
573	-0.00271289852534562	0.63374838118108	0.629801897075433	M00740	V$E2F1DP1RB_01
574	0.00270724512196174	0.293539598656216	0.295375140504546	M01446	V$BARHL2_01
575	-0.00270289649234456	0.124719797156108	0.123945995327153	M01393	V$MSX2_01
576	-0.00269698214631382	0.879277105632307	0.873833687041155	M01033	V$HNF4_Q6_03
577	-0.00268277286723009	0.877460351397839	0.872056711497346	M00468	V$AP2REP_01
578	-0.00263513370434096	0.718090063897594	0.713746158471537	M01403	V$OTX3_01
579	-0.002599344834535	0.745613684926396	0.741164356823999	M00733	V$SMAD4_Q6
580	-0.00258393819290456	0.671404354224701	0.667421534632377	M01350	V$NKX24_01
581	-0.00258102562758529	0.796959701670884	0.792237391667605	M00426	V$E2F_Q4
582	-0.00255295525952982	0.825699230398114	0.820859681078931	M00066	V$TAL1ALPHAE47_01
583	-0.00254655274663579	0.522078851074369	0.519026518782188	M00351	V$GATA3_03
584	-0.00254527528525342	0.834664563296683	0.829787140447228	M00761	V$P53_DECAMER_Q2
585	0.00254428333221024	0.314342070829726	0.316189026339776	M01406	V$HOXC6_01
586	-0.00253907853224859	0.750360429353051	0.745986287885897	M01167	V$SAP1A_01
587	0.00252662668859144	0.503142445479097	0.506078145325074	M00334	V$DTYPEPA_B
588	-0.00252180197541821	0.789161911025728	0.784592791761541	M01459	V$PREP1_01
589	-0.0025162335331997	0.797401048029959	0.792794390496476	M00077	V$GATA3_01
590	-0.0024960686943257	0.83316908894071	0.82839425871378	M00065	V$TAL1BETAE47_01
591	0.00249551505462564	0.21261154308737	0.213836754623708	M01396	V$HOXB7_01
592	-0.00249499994060323	0.763917448087086	0.759541363025661	M01407	V$TGIF2_01
593	-0.00249260576215435	0.676985422057246	0.673111035997651	M01390	V$DUXL_01
594	-0.00245526898450701	0.812631439525187	0.808050217596498	M01139	V$LMAF_Q2
595	-0.00244264531059976	0.88294861884152	0.877996503186415	M00323	V$MINI19_B
596	-0.00242803700281238	0.722808017543349	0.718778245329124	M00978	V$LEF1TCF1_Q4
597	-0.00240213014229743	0.868928896558707	0.864136023240589	M00935	V$NFAT_Q4_01
598	-0.00238836394309355	0.819035313456405	0.814543464054804	M01346	V$TGIF_02
599	-0.00238104870338572	0.770401702763095	0.766189481063567	M00254	V$CAAT_01
600	-0.00236608460590193	0.821409383016403	0.81694642179786	M00088	V$IK3_01
601	-0.00236234795856077	0.569125875557551	0.566038515733695	M00109	V$CEBPB_01
602	-0.00236045900751212	0.912707409188371	0.907760157190508	M01044	V$TBX5_Q5
603	-0.00235910085162236	0.844711198274703	0.840135141213773	M01372	V$NKX22_02
604	-0.00234512826770489	0.858053784420459	0.853432903628106	M00183	V$MYB_Q6
605	-0.00233231331273905	0.751469783098506	0.747444944518371	M00498	V$STAT4_01
606	-0.00232469289766626	0.756807991268346	0.752767769923613	M01181	V$NKX32_01
607	-0.00231448681887367	0.8919538786189	0.887213030203184	M00749	V$SREBP1_Q6
608	-0.00230704092840639	0.746876158736493	0.742919153959624	M00736	V$E2F1DP1_01
609	-0.00227623583275677	0.906293215675451	0.901555553903617	M00707	V$TFIIA_Q6
610	-0.00227556643082295	0.847773617816207	0.843343168035454	M00804	V$E2A_Q2
611	0.00227458716951257	0.316608176007979	0.318270739307917	M01408	V$BRN3C_01
612	-0.00227180390170059	0.853519510064052	0.849066388244764	M00086	V$IK1_01
613	-0.00223491384495793	0.781606578856933	0.777594700992387	M01256	V$REST_01
614	-0.00222498341248606	0.673764354089196	0.670321342534388	M01214	V$ESE1_Q3
615	-0.00221828528244072	0.460643706820508	0.458296833984034	M00454	V$MRF2_01
616	-0.00219400540914144	0.385631420772911	0.383688168187302	M00451	V$NKX3A_01
617	-0.00218281642285625	0.819065205278866	0.814958813069645	M00467	V$ROAZ_01
618	-0.00218154637919897	0.860549673508854	0.856237802436445	M00496	V$STAT1_03
619	-0.00217231950384207	0.791968040740778	0.788016546625747	M01266	V$ELF1_Q5
620	-0.00212044041144993	0.851043597917203	0.846898509666173	M01223	V$P50P50_Q3
621	-0.00211303624210593	0.993212123246397	0.988391440435658	M01220	V$STAT3STAT3_Q3
622	-0.00210741953662955	0.860169338967584	0.856005467023196	M00053	V$CREL_01
623	-0.00210304902481252	0.842303770096087	0.838234816567081	M00412	V$AREB6_01
624	-0.00209981003736204	0.322514998387585	0.320959404850483	M00672	V$TEF_Q6
625	-0.00208647929553146	0.85206318179552	0.847979435572801	M01655	V$P53_05
626	0.00208587122640042	0.441018031698622	0.4431412902488	M00195	V$OCT1_Q6
627	0.00208244843609701	0.71393324583871	0.717364786835735	M00494	V$STAT6_01
628	-0.00206247130649095	0.0735795109648143	0.0732309091261159	M00809	V$FOX_Q2
629	-0.00204746159432356	0.050449475818883	0.0502121938253609	M00734	V$CIZ_01
630	-0.00203262944965947	0.880342430106017	0.87623178845812	M00526	V$GCNF_01
631	-0.0020127345936598	0.74394274574258	0.740502925606867	M01660	V$GABPALPHA_Q4
632	-0.00199590201909404	0.856550234533041	0.852622788955741	M00778	V$AHR_Q5
633	-0.00198845877858722	0.884261086506107	0.880221667128297	M01374	V$SIX4_01
634	-0.00198548743630148	0.711652371542011	0.708406297905765	M01200	V$CTCF_01
635	0.00197770319998028	0.980855938153953	0.985332774899273	M00800	V$AP2_Q3
636	-0.00197101406703948	0.121437596273866	0.120887709289171	M00131	V$HNF3B_01
637	-0.00193257884421179	0.845601582972571	0.841847077290306	M00929	V$MYOD_Q6_01
638	-0.0019323997421567	0.880583108361448	0.876673644811007	M01343	V$PITX3_01
639	-0.00191942783500997	0.892815246099306	0.888878025808289	M00767	V$FXR_IR1_Q6
640	-0.00191873726573707	0.776920100763867	0.773495195668679	M00750	V$HMGIY_Q6
641	-0.00190754183821301	0.348269032611139	0.346742692917286	M00510	V$LHX3_01
642	-0.0019058380970183	0.879563421502285	0.875712042287775	M00139	V$AHR_01
643	-0.00190389578726609	0.873018544537811	0.869199710977743	M00052	V$NFKAPPAB65_01
644	-0.00190262486250377	0.888788394759792	0.884903168938722	M01198	V$RXRLXRB_01
645	-0.00190112137545101	0.819465907383997	0.81588654054877	M01231	V$ZNF515_01
646	0.00189585076149443	0.812901268049395	0.816457629608364	M00493	V$STAT5A_03
647	-0.00188534612957739	0.776403413460847	0.77304021971697	M00624	V$DBP_Q6
648	-0.00185876612899798	0.899962543383525	0.89611896429805	M00211	V$PADS_C
649	-0.00185528603791183	0.893338380619313	0.889530220108638	M00127	V$GATA1_03
650	-0.00182930688384581	0.867566970312079	0.86392034674521	M00655	V$PEA3_Q6
651	-0.00181699859429012	0.869795298070192	0.866163855727926	M01182	V$MIZF_01
652	-0.00179084867460121	0.911061723696262	0.907312621638066	M01196	V$CTF1_01
653	-0.0017455325797614	0.6518571536364	0.649242443142729	M01482	V$NKX32_02
654	-0.00172969508301958	0.823528058549024	0.820254658536618	M01665	V$IRF8_Q6
655	-0.00172083133650211	0.864123084011363	0.860705891310171	M00193	V$NF1_Q6
656	-0.00171626469293908	0.925051904486821	0.921403456083408	M01023	V$HSF1_Q6
657	-0.00170641848769627	0.906281638569546	0.902727687143714	M00687	V$ALPHACP1_01
658	-0.00170435979661837	0.415160219284264	0.413534143428321	M00346	V$GATA1_05
