# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs547171081-CGG	rs547171081-C	Matrix_ID	Matrix_name
328	-0.00890618636687912	0.679452977449663	0.665661163484773	M00727	V$SF1_Q6
329	-0.00889549457681033	0.402895020510471	0.39472661043605	M00085	V$ZID_01
330	-0.00889364179824081	0.3680998363714	0.36063841246054	M00292	V$FREAC4_01
331	-0.00888992793392474	0.100341995190825	0.0983088926662623	M01361	V$HOXC10_01
332	-0.00888489959762917	0.124235050107401	0.121719242207156	M01370	V$HOXA4_01
333	-0.00888174568041034	0.16872617417859	0.165310604285724	M01316	V$TST1_02
334	-0.00887977228188047	0.463269731154723	0.453893698276421	M01383	V$NKX3A_02
335	-0.00885521449151805	0.132347325970816	0.129676104721989	M01406	V$HOXC6_01
336	-0.00885342761246355	0.173294117923482	0.169797149123001	M01483	V$DBX1_01
337	-0.00885222051370393	0.179719525136396	0.176093385008799	M01339	V$PAX7_01
338	-0.00884578465737018	0.0509422637105234	0.0499151585627067	M01397	V$VAX1_01
339	-0.00883685175994686	0.151269495096223	0.148222626800118	M01424	V$HOXB4_01
340	-0.00883358825452052	0.0475651580162739	0.0466074514231378	M01416	V$HOXC9_01
341	-0.00883260711153655	0.627785322926179	0.615146490935448	M00626	V$EFC_Q6
342	-0.00882176214301711	0.122053524223745	0.119599279070938	M01399	V$HB24_01
343	-0.00880743837273168	0.266332740468413	0.260985944860947	M01460	V$HOXB6_01
344	-0.00880226529966666	0.577094061006289	0.565515274442924	M01081	V$ZEC_01
345	-0.00880216466226813	0.169199843833912	0.16580506499639	M01471	V$LHX3_02
346	-0.0088011214845321	0.521421001510067	0.510960582177256	M00801	V$CREB_Q3
347	-0.00878928682026081	0.159533887788129	0.156337679724756	M00774	V$NFKB_Q6_01
348	-0.00878154862758279	0.421484053588201	0.413047121143847	M00062	V$IRF1_01
349	-0.00877696079301904	0.0742954962811478	0.0728090772896938	M01376	V$S8_02
350	-0.0087745033297208	0.404066888140433	0.395985022431064	M00925	V$AP1_Q6_01
351	-0.00877417589180207	0.0920654837807985	0.0902241218388522	M00346	V$GATA1_05
352	-0.00876834200437532	0.414177324698602	0.405898995486371	M01398	V$SIX6_02
353	-0.00874968082211502	0.26224741294719	0.257016811657103	M00004	V$CMYB_01
354	-0.00873248205364952	0.10212392348711	0.100090995676473	M01438	V$IPF1_06
355	-0.00865571634585333	0.441137265238186	0.432432204996585	M01313	V$SIX1_01
356	-0.0086490379717532	0.469815747673159	0.460551850621499	M00921	V$GR_Q6_01
357	-0.00863771716438233	0.161922986064715	0.15873430214446	M01324	V$OCTAMER_01
358	-0.00863025763922676	0.098562087770978	0.0966228040098096	M00103	V$CLOX_01
359	-0.00862720132992179	0.0960131162667865	0.0941246478430351	M00941	V$MEF2_Q6_01
360	-0.00862106816157737	0.13944927623169	0.136708398713941	M00290	V$FREAC2_01
361	-0.00861139647676706	0.474751571018234	0.465430687072203	M01352	V$NKX29_01
362	-0.00859106138812726	0.30392678091846	0.297973682923817	M01315	V$NKX52_01
363	-0.00857586082798656	0.276941841916571	0.27152680882281	M01480	V$OBOX5_02
364	-0.008565299991527	0.227271213552255	0.22283280693795	M01391	V$PAX6_02
365	-0.0085287463388809	0.154515478072897	0.151510678685712	M01473	V$BRN4_01
366	-0.00852570011734521	0.169109525607405	0.165822084841628	M01320	V$PROP1_02
367	-0.00852460813610012	0.431183857003996	0.422802829347041	M00640	V$HOXA4_Q2
368	-0.00852088822573244	0.385740248292899	0.378245759154658	M00978	V$LEF1TCF1_Q4
369	-0.00850806545025662	0.120078906744632	0.117749388327954	M01369	V$HOXC4_01
370	-0.00850483031999838	0.10102520583448	0.0990660652084591	M00772	V$IRF_Q6
371	-0.00849678842557616	0.429129223217434	0.420815087381605	M00456	V$FAC1_01
372	-0.00845460087772953	0.245981248675987	0.241238934107943	M01149	V$DMRT4_01
373	-0.00845449430714151	0.299057518373065	0.29329200929318	M00672	V$TEF_Q6
374	-0.00844649661344199	0.18311297175659	0.179586056633524	M01465	V$PIT1_01
375	-0.00844177408140234	0.390851256891909	0.383327289979445	M00916	V$CREB_Q2_01
376	-0.00843114627469521	0.1191163509862	0.116826195651592	M01409	V$LMX1_01
377	-0.0083930316145574	0.183383871295669	0.17987388091031	M01400	V$DLX3_01
378	-0.00838688052224168	0.329836183881972	0.32352766001835	M01456	V$HMBOX1_01
379	-0.00838452089719743	0.121263123189205	0.118944462634128	M01420	V$NCX_02
380	-0.00837999576605064	0.0170241668151364	0.0166988233457556	M00743	V$CETS168_Q6
381	-0.00836754237252342	0.768500767153843	0.753835807904412	M01044	V$TBX5_Q5
382	-0.00835977431098289	0.110854213421678	0.108740776627311	M00729	V$CDX2_Q5
383	-0.00834455034064013	0.472213588744672	0.463227069400329	M01249	V$HIF2A_01
384	-0.00834408906405304	0.10940125402969	0.107319393865381	M00339	V$ETS1_B
385	-0.00833959986733745	0.210545878384307	0.206541413226842	M00318	V$LPOLYA_B
386	-0.00833741244791497	0.240420499026755	0.235849023152063	M00809	V$FOX_Q2
387	-0.00832453893469909	0.0640084281259186	0.0627932011015887	M00721	V$CACCCBINDINGFACTOR_Q6
388	-0.00832410799106753	0.24670213313289	0.242018629159738	M01330	V$HOXB3_01
389	-0.00832217970386151	0.554930472387275	0.544397840487262	M00280	V$RFX1_01
390	-0.00830003560814974	0.294572506414781	0.288996228043396	M01435	V$PSX1_01
391	-0.00829583960519531	0.0211787158760784	0.0207780020361978	M00771	V$ETS_Q4
392	-0.00828360536704581	0.465863912140742	0.457062366618709	M00987	V$FOXP1_01
393	-0.00827578928787542	0.230653574802457	0.22629992011964	M01464	V$HOXA10_01
394	-0.00826993629776013	0.362145938237988	0.355315114720442	M00725	V$HP1SITEFACTOR_Q6
395	-0.0082681990118573	0.588671514983089	0.577570259674269	M01270	V$PPARG_Q6
396	-0.00826528540049232	0.0817997431416925	0.0802576898081701	M00407	V$RSRFC4_Q2
397	-0.00825747644858943	0.151582163665533	0.148727276568099	M01365	V$EN1_02
398	-0.0082531956107382	0.60880683092925	0.597346496765104	M00279	V$MIF1_01
399	-0.0082516967317825	0.250792355838889	0.246072226204391	M01452	V$HOX13_02
400	-0.00825132332799122	0.429895566573298	0.421804921852177	M00124	V$PBX1_02
401	-0.00824730524770068	0.288196092281467	0.282774851227645	M01314	V$LHX61_01
402	-0.00824392664448703	0.167183007726956	0.164039413383444	M01353	V$LHX5_01
403	-0.00824206688188778	0.454726183744571	0.446177735843073	M00621	V$CEBPDELTA_Q6
404	-0.00823586415967492	0.373207455583971	0.366196717376033	M01325	V$LH2_01
405	-0.00823314460066749	0.196887409849651	0.193190070537519	M01396	V$HOXB7_01
406	-0.00822214929823928	0.253791800794772	0.249032161451253	M01412	V$MSX1_02
407	0.008220786453298	0.808233636814965	0.823678456894877	M00647	V$LXR_Q3
408	-0.00821524527683992	0.190762508407301	0.187187903065581	M01448	V$HOXD1_01
409	-0.00821170960959583	0.232584019233798	0.228227599089094	M00742	V$HFH4_01
410	-0.00820232316853509	0.417534257107596	0.409722477687972	M00079	V$EVI1_02
411	-0.00819826747802133	0.15359213639965	0.150719940431993	M01388	V$DLX5_01
412	-0.00818959289151766	0.257473720458898	0.252663969954922	M01431	V$BARX2_01
413	-0.0081819630913913	0.640379597556205	0.628427995266272	M01111	V$RBPJK_Q4
414	-0.00814875267008874	0.299366602968676	0.293801897680461	M00082	V$EVI1_05
415	-0.0081420813518267	0.129798437645537	0.127387666911738	M01321	V$HOXC8_01
416	-0.00813459758475543	0.188780312518968	0.185277253029651	M01415	V$SHOX2_01
417	-0.00812825705079201	0.48140851131048	0.472482260354023	M01347	V$RHOX11_01
418	-0.00811344432836031	0.340110372435017	0.333815449472305	M01430	V$HOXA13_03
419	-0.00810689670895981	0.193492297605594	0.189913914234152	M00510	V$LHX3_01
420	-0.00809453500174862	0.284025281873501	0.278780546116325	M00463	V$POU3F2_01
421	-0.00809265792393377	0.159408306431898	0.156465391056307	M01417	V$ALX4_02
422	-0.0080906341940048	0.0773295381352989	0.0759022730771969	M01223	V$P50P50_Q3
423	-0.00808119898210991	0.258244184064939	0.253483298916498	M01442	V$BSX_01
424	-0.00806713163803019	0.506322206601409	0.497003953861557	M00699	V$ICSBP_Q6
425	-0.00806070607745057	0.555578652544911	0.54536196280281	M00059	V$YY1_01
426	-0.00805780173008219	0.470989517358161	0.462331452489452	M01440	V$LHX8_01
427	-0.00805551456592679	0.556119576197887	0.545899464847887	M00052	V$NFKAPPAB65_01
428	-0.00805541754192995	0.284802716426075	0.279568804754047	M01393	V$MSX2_01
429	-0.00803885052907249	0.171172743812754	0.168033456756917	M01385	V$PAX4_05
430	-0.00803587360094282	0.109813575965535	0.107800347425736	M01137	V$FOXO3A_Q1
431	-0.00803412798968067	0.423174318152361	0.415417870485811	M01345	V$SIX6_01
432	-0.00802416478306056	0.252412001073987	0.247791174999316	M00129	V$HFH1_01
433	-0.00802272798422454	0.296771907181414	0.291339962293981	M00410	V$SOX9_B1
434	-0.00802134707159563	0.227745456840017	0.22357764390246	M01477	V$OCTAMER_02
435	-0.0080188445855689	0.119100820351613	0.116921911892826	M01455	V$EN2_01
436	-0.00801682620674238	0.233231954017058	0.228966119919595	M00477	V$FOXO3_01
437	-0.00801092960971128	0.508444606607763	0.499151884684483	M00258	V$ISRE_01
438	-0.00800364134654574	0.588922459532976	0.578168565564168	M00331	V$TAACC_B
439	-0.00799731064187803	0.090696034693716	0.0890411968843853	M00320	V$MTATA_B
440	-0.00799126184680737	0.652698321367462	0.640798127362412	M00486	V$PAX2_02
441	-0.00798368319581622	0.257583831947556	0.252891898349775	M01479	V$POU6F1_03
442	-0.00798176698875541	0.131144999158281	0.1287567386494	M01362	V$CART1_02
443	-0.00798141200325486	0.0603174929982778	0.0592191092291222	M01408	V$BRN3C_01
444	-0.00797908851726015	0.0363770376035157	0.0357148014834323	M01326	V$GSH2_01
445	-0.00797129873574076	0.0727061581209427	0.0713838385753491	M01426	V$HOXB9_01
446	-0.00796554572225666	0.563985701659718	0.553735730773179	M01346	V$TGIF_02
447	-0.0079583466541594	0.390381829777682	0.383293318418971	M01232	V$SATB1_01
448	-0.00794585621687405	0.213118524387827	0.209254759241668	M01332	V$BARHL1_01
449	-0.00793571581998898	0.308229036365522	0.302648017012876	M01233	V$IPF1_01
450	-0.00793336355235896	0.141319477576793	0.138761395792505	M01468	V$DLX2_01
451	-0.00793149409988408	0.458969454263004	0.450663399969401	M00040	V$CREBP1_01
452	-0.00792303434640929	0.361325936810663	0.354793866209606	M00651	V$NFMUE1_Q6
453	-0.00792197059860456	0.176591749280821	0.173399738428097	M01354	V$OCT1_08
454	-0.00792060489270319	0.494679017804491	0.485738899934918	M00178	V$CREB_Q4
455	-0.00791920309986827	0.273428385574011	0.26848770037282	M01401	V$LBX2_01
456	-0.00791153133028455	0.129717698923532	0.127376028791672	M01355	V$ALX3_01
457	-0.00790867341074714	0.607927148977172	0.596956747204902	M00494	V$STAT6_01
458	-0.00790612369901195	0.730134540862173	0.716963044291169	M00769	V$AML_Q6
459	-0.00790020875127107	0.519787533555427	0.510417611059078	M00517	V$AP1_01
460	-0.00790009994770735	0.238247239378934	0.233952546724622	M01261	V$HNF3A_01
461	-0.00789525086453391	0.632664586597037	0.621266984187132	M00799	V$MYC_Q2
462	-0.00787750501215567	0.436150767813772	0.428310909402708	M01146	V$DMRT1_01
463	-0.00786794897990062	0.557607612034134	0.547596602332966	M01241	V$BEN_02
464	-0.00785075282511261	0.322080314388173	0.316310368886851	M01441	V$OG2_02
465	-0.00782756474184887	0.305548855276069	0.300091086730589	M01272	V$SOX2_Q6
466	-0.00781927839049834	0.266385200463992	0.26163197205462	M01148	V$DMRT3_01
467	-0.00781296334753878	0.0351955745656604	0.0345680670816217	M00348	V$GATA2_02
468	-0.00781007986185697	0.705358495257225	0.692787146438511	M00511	V$ERR1_Q2
469	-0.00780785123758976	0.162847035854247	0.159945492928386	M01474	V$ESX1_01
470	-0.0077999833972616	0.575220182867056	0.564981376540973	M00513	V$ATF3_Q6
471	-0.00778489042671632	0.552122355916719	0.542313532988544	M00187	V$USF_Q6
472	-0.00777501052370899	0.437237950255746	0.429479895895462	M00011	V$EVI1_06
473	-0.00776956051800604	0.306072255931083	0.30064528971073	M00639	V$HNF6_Q6
474	-0.00776643853999304	0.450467995021025	0.442483929236248	M01445	V$OBOX6_01
475	0.00775179884069255	0.0637351913245517	0.0648830254738234	M00008	V$SP1_01
476	-0.00774880791481375	0.570189410448806	0.560106147609329	M01244	V$HSF2_02
477	-0.00774706079298371	0.222654939410651	0.218718376336367	M01331	V$ISX_01
478	-0.00774360451887129	0.363369050031011	0.356947487181381	M01371	V$GBX1_01
479	-0.00772507540929934	0.213572757130126	0.209807388863236	M01444	V$PMX2A_01
480	-0.00771782005572952	0.552641996132137	0.542907779065289	M00041	V$CREBP1CJUN_01
481	-0.00770163828386256	0.341452496331382	0.335450662460531	M00930	V$OCT1_Q5_01
482	-0.00769759673270123	0.623189821797427	0.612241486687155	M00619	V$ALX4_01
483	-0.00769551873527299	0.698999124096234	0.686722240377414	M01109	V$SZF11_01
484	-0.00769531983925742	0.541601036020164	0.532088860142451	M00418	V$TGIF_01
485	-0.00769484610347493	0.0430043490551271	0.0422491068301671	M01301	V$MEF2_05
486	-0.00769446446550948	0.279533411923006	0.274624488465514	M01446	V$BARHL2_01
487	-0.00768516246245976	0.583307735364329	0.573076464970103	M00106	V$CDPCR3HD_01
488	-0.00767439849790846	0.55612477333463	0.546383836476186	M00177	V$CREB_Q2
489	-0.00764812998209494	0.642057089715427	0.630849140825132	M00493	V$STAT5A_03
490	-0.00764430501914126	0.294332256317094	0.289196847647341	M00427	V$E2F_Q6
491	-0.00763855828856097	0.180565737184537	0.177417635514328	M01418	V$LIM1_01
492	-0.00762085626324638	0.413691548018632	0.406495546420462	M00136	V$OCT1_02
493	-0.00760233953086864	0.103619069267456	0.101820997538033	M00231	V$MEF2_02
494	-0.00759977598679695	0.333257943931887	0.327476948268793	M00473	V$FOXO1_01
495	-0.00759525708461006	0.404583289807923	0.397569156515066	M00737	V$E2F1DP2_01
496	-0.00759405271895325	0.388904073679853	0.382162825822458	M00269	V$XFD3_01
497	-0.00758349464171981	0.290272095605166	0.285247465091366	M00472	V$FOXO4_01
498	-0.00756396283121213	0.483218986449326	0.474875788022565	M01428	V$GSC_01
499	-0.0075583561742853	0.529343205442114	0.520210347804596	M00981	V$CREBATF_Q6
500	-0.00755582363910312	0.228993289358475	0.225043737485254	M01341	V$MSX3_01
501	-0.00755568109348792	0.157465373962439	0.15474954751477	M01453	V$CART1_03
502	-0.00754876904249158	0.390120948936354	0.383398582512748	M00051	V$NFKAPPAB50_01
503	-0.0075441299095651	0.273199486961669	0.268494719943309	M00422	V$FOXJ2_01
504	-0.00754257821449128	0.554711182220744	0.545160451491625	M00209	V$NFY_C
505	-0.00754008221381181	0.405314117204022	0.398337917346832	M01340	V$BARX1_01
506	-0.00753335311300163	0.151780994872467	0.149170876661368	M01299	V$MECP2_02
507	-0.00752824436828942	0.518910284429178	0.509992787057119	M00195	V$OCT1_Q6
508	-0.00752807708321063	0.710404723962593	0.698196654677895	M00701	V$SMAD3_Q6
509	-0.00752424014397296	0.539201842075322	0.529940519406055	M00630	V$FOXM1_01
510	-0.00751628168655305	0.521894918112557	0.512940258464183	M01295	V$ATF5_01
511	-0.00750683522651069	0.528652693831856	0.519593386137953	M01279	V$IRF3_Q3
512	-0.00749957228972353	0.266169464503899	0.26161260094486	M00131	V$HNF3B_01
513	-0.0074992774526067	0.244781787782934	0.240591247984811	M00431	V$E2F1_Q6
514	-0.00749867375731716	0.324725030031751	0.319166346216942	M00465	V$POU6F1_01
515	-0.00749592228921403	0.510070856487199	0.50134257579605	M01153	V$PXRRXR_02
516	-0.00748588007806572	0.195935042376524	0.192586674970409	M00099	V$S8_01
517	-0.00748308159713795	0.223946911668889	0.220121263043553	M01363	V$LMX1B_01
518	-0.0074524087982128	0.3443466817329	0.338488168909197	M00744	V$POU1F1_Q6
519	-0.00744060066065416	0.648763401260657	0.637743060125079	M00998	V$PBX_Q3
520	-0.00744051462759943	0.148423472673477	0.145902278433796	M01449	V$CDX2_01
521	-0.00743440363988779	0.207848750742367	0.204321004443497	M01373	V$CDX1_01
522	-0.00743372258109828	0.619644389478597	0.609128330805808	M01066	V$BLIMP1_Q6
523	-0.00743095746751121	0.462075510804616	0.454236464395996	M01462	V$POU6F1_02
524	-0.00740838254224499	0.705348940568596	0.693418837901931	M00183	V$MYB_Q6
525	-0.00740545549543942	0.667054381736207	0.655776403815376	M00495	V$BACH1_01
526	-0.00739581396502964	0.552438988358429	0.543110885438754	M01407	V$TGIF2_01
527	-0.00739374641936841	0.339639689823693	0.33390635839947	M01012	V$HNF3_Q6_01
528	-0.00737439339650003	0.295813866175657	0.290833302018284	M00466	V$HIF1_Q5
529	-0.00731882402239492	0.558569430724657	0.549235170918694	M01395	V$MRG2_01
530	-0.00731865743476334	0.479892358448587	0.471873053051544	M00453	V$IRF7_01
531	-0.0073039175613514	0.334765479076541	0.329182507997636	M01317	V$HOXC13_01
532	-0.00729938933664478	0.709437457859364	0.697613258325259	M00793	V$YY1_Q6
533	-0.00729364087928941	0.428348456207532	0.421214744505977	M00474	V$FOXO1_02
534	-0.00728150779210024	0.356589125983543	0.350660290006166	M00096	V$PBX1_01
535	-0.00727612521306659	0.435022458680826	0.427794851376101	M00423	V$FOXJ2_02
536	-0.00726109848138234	0.658576531975734	0.647657131968214	M00965	V$DR4_Q2
537	-0.00724335104247764	0.176123071955487	0.173209975719339	M00232	V$MEF2_03
538	-0.00722160966386035	0.683139785641592	0.671874207687988	M01163	V$ELK1_03
539	-0.00721412070892369	0.214311229466753	0.210780682819174	M01360	V$DBX2_01
540	-0.00719695765737743	0.639000501275959	0.628498493738427	M00217	V$USF_C
541	-0.00718371412757129	0.594693811170947	0.584937823492775	M00415	V$AREB6_04
542	-0.00716275545707101	0.307328858269449	0.302301698359863	M01255	V$IPF1_05
543	-0.00716216202297737	0.0832419972144984	0.0818804705152273	M01439	V$DLX1_01
544	-0.00716086598623988	0.397639473042425	0.391136750693447	M01328	V$ISL2_01
545	-0.00715667581784368	0.497853978932273	0.489717142381472	M00117	V$CEBPB_02
546	-0.00715242057652188	0.238386605217572	0.234492754662283	M01351	V$HOXA9_01
547	-0.00711498655738255	0.646188668358308	0.635688494886667	M00775	V$NFY_Q6_01
548	-0.00711452689802597	0.612522351236859	0.602569872737531	M00174	V$AP1_Q6
549	-0.00711302476630837	0.157785373846938	0.155222158501459	M01470	V$NKX63_01
550	-0.00711001628929753	0.542011357916134	0.533210104748509	M00161	V$OCT1_05
551	-0.0070964325893339	0.625577077018818	0.615438121631677	M01436	V$CRX_02
552	-0.00709617708802798	0.665293316272548	0.654511050397328	M00287	V$NFY_01
553	-0.00708536842376278	0.416275437743859	0.409539143567992	M00724	V$HNF3ALPHA_Q6
554	-0.00708176040152833	0.749822751651578	0.737695023231112	M00794	V$TTF1_Q6
555	-0.00704769307844166	0.136301064561481	0.134107033165001	M00289	V$HFH3_01
556	-0.00702605058398909	0.569719730254513	0.560576915263304	M00926	V$AP1_Q4_01
557	-0.00702599806228899	0.540075032405343	0.531408017333332	M01384	V$RHOX11_02
558	-0.00697906154583183	0.443212645761737	0.436147192914563	M00478	V$CDC5_01
559	-0.0069725397724405	0.436684155445267	0.429729229377936	M01016	V$SOX17_01
560	-0.00695145360745786	0.444214555726915	0.437160920254241	M00622	V$CEBPGAMMA_Q6
561	-0.00695081674034964	0.503541013091706	0.495546065829077	M01183	V$BCL6_01
562	-0.00694647301871182	0.397256266730136	0.39095276042188	M00130	V$FOXD3_01
563	-0.00692620170582986	0.670786414164166	0.660173452797105	M00500	V$STAT6_02
564	-0.00692536169715025	0.559827267553384	0.550970930883231	M01002	V$DEAF1_02
565	-0.00690914406498228	0.631254362619303	0.621291266103553	M01227	V$MAFB_01
566	-0.0068766720116662	0.246230811546269	0.242362667870197	M00243	V$EGR1_01
567	-0.0068568251685413	0.523461779334849	0.515262043898129	M00342	V$OCT1_B
568	-0.00685629909770596	0.421814367278558	0.415207384540601	M00042	V$SOX5_01
569	-0.00685625143980731	0.778292786906683	0.766102278603905	M00684	V$XPF1_Q6
570	-0.00685392296146936	0.394946388602853	0.388762372671215	M00797	V$HIF1_Q3
571	-0.00683601835263542	0.548040949175842	0.539482040493534	M00210	V$OCT_C
572	-0.00683277061349502	0.429880335735925	0.423169938915739	M00802	V$PIT1_Q6
573	-0.00682531053662974	0.57995538991689	0.57091214053403	M01403	V$OTX3_01
574	-0.0068124504366156	0.661627809179788	0.651330327626832	M00805	V$LEF1_Q2
575	-0.00678820888554793	0.677969746027729	0.667455176012772	M01119	V$KAISO_01
576	-0.00676932783511708	0.466088732437608	0.458880154927876	M00080	V$EVI1_03
577	-0.00676530374306894	0.459477820034257	0.452375679202874	M00795	V$OCT_Q6
578	-0.00675053018239746	0.520239435505806	0.512215527354074	M01421	V$LHX4_01
579	-0.0067467634417786	0.522135403053284	0.514086711242012	M00285	V$TCF11_01
580	-0.00674585407262271	0.726315398727629	0.715120779615868	M00395	V$HOXA3_01
581	-0.0067208093207724	0.59522280654038	0.586082500128589	M01267	V$FRA1_Q5
582	-0.00669886166309522	0.599553537559672	0.590376562691831	M00190	V$CEBP_Q2
583	-0.00667891584901753	0.658422150997237	0.648373889808866	M01304	V$SRF_03
584	-0.00667326756069819	0.618105992901885	0.608680917794476	M01000	V$AIRE_02
585	-0.00666547427606545	0.45829364436164	0.451313536957467	M00233	V$MEF2_04
586	-0.00664645895933669	0.625196308436788	0.61570112345656	M01661	V$HBP1_Q2
587	-0.00661414942934155	0.684508016893415	0.674162186547094	M01152	V$PXRRXR_01
588	-0.00659330698505189	0.391103003409224	0.385210258328524	M00248	V$OCT1_07
589	-0.00653812318548741	0.416663996948183	0.410438273818699	M00424	V$NKX61_01
590	0.00652561672275818	0.915763592883312	0.929627559964999	M01023	V$HSF1_Q6
591	-0.00652164525390686	0.653507468767983	0.64376729570251	M00711	V$ZTA_Q2
592	-0.00651922485095113	0.523246781918841	0.515450946174358	M00736	V$E2F1DP1_01
593	-0.00651783387553956	0.48454070725458	0.477323080767268	M01010	V$HMGIY_Q3
594	-0.00651568609671122	0.646270623526101	0.636647047370579	M00017	V$ATF_01
595	-0.00647200190749783	0.65490286168053	0.645215640156551	M00917	V$CREB_Q4_01
596	-0.00640202257329547	0.286396125878666	0.282205267841021	M00244	V$NGFIC_01
597	-0.0063881536151677	0.408209035338635	0.402248524372631	M01467	V$HOXB13_01
598	-0.00638490279521366	0.756873791391669	0.745827794787086	M00039	V$CREB_01
599	-0.00638163338146058	0.66933555426385	0.659572076875392	M00432	V$TITF1_Q3
600	-0.00635340689603914	0.675638757576177	0.665826609745818	M00615	V$MYCMAX_03
601	-0.00635276564840376	0.466385653027853	0.459613119017788	M00145	V$BRN2_01
602	-0.00634740057780125	0.590238895076866	0.581675034547984	M01478	V$CPHX_01
603	-0.00631845699824823	0.698434893132313	0.688347074796239	M00113	V$CREB_02
604	-0.00631088850511297	0.539494786140633	0.531711879428487	M00464	V$POU3F2_02
605	-0.00628915779614428	0.578091872191361	0.569780662123375	M00332	V$WHN_B
606	-0.00625729322342183	0.516017995103321	0.508636537111054	M01429	V$HOMEZ_01
607	-0.00623748536652907	0.594197987027527	0.585724905314879	M01151	V$DMRT7_01
608	-0.00623367712683881	0.569148723856201	0.561037756585546	M00976	V$AHRHIF_Q6
609	-0.00622467052281486	0.821926731269474	0.810230214583547	M00328	V$PAX8_B
610	-0.00622285912335024	0.474954690114158	0.468197749153298	M01147	V$DMRT2_01
611	-0.0062210894378642	0.688625155478392	0.678831198644546	M01035	V$YY1_Q6_02
612	-0.0062106593233433	0.569096965127164	0.561016468810808	M01247	V$NANOG_02
613	-0.00620429470184719	0.673595434127864	0.664040916025559	M00671	V$TCF4_Q5
614	-0.00614369772302398	0.736222325366968	0.725880759941525	M00808	V$PAX_Q6
615	-0.00611336143275754	0.666874174883573	0.657552658530089	M00419	V$MEIS1_01
616	-0.00610414599577444	0.750640614160039	0.740163922521566	M01142	V$LRH1_Q5
617	-0.00610105826193952	0.278142521393036	0.274262435940459	M01100	V$LRF_Q2
618	-0.00607031046408096	0.732275595308157	0.72211148118189	M00338	V$ATF_B
619	-0.0060659010543105	0.820968752197891	0.809581781121528	M01229	V$GTF2IRD1_01
620	-0.00606105832573645	0.557663205311548	0.549934457474739	M00734	V$CIZ_01
621	-0.00606096258702427	0.52761501451691	0.520302824291882	M00791	V$HNF3_Q6
622	-0.00604762526921368	0.759627586327518	0.749122950861982	M01112	V$RBPJK_01
623	-0.00597100703654614	0.810831340923933	0.799759707048703	M00922	V$SRF_Q5_01
624	-0.00596504048383178	0.632734689513439	0.624103480713002	M01150	V$DMRT5_01
625	-0.00595725888392448	0.638139881802418	0.629446218321979	M00624	V$DBP_Q6
626	-0.00595654968246676	0.769413622679646	0.758932797965069	M00179	V$CREBP1_Q2
627	-0.00595601150899856	0.999613820968258	0.985998469184042	M01651	V$P53_03
628	-0.00593353362392152	0.746956451752167	0.736820582722254	M01234	V$IPF1_02
629	-0.00591437991420879	0.504082477644179	0.497264231520215	M00451	V$NKX3A_01
630	-0.00587073754267303	0.61399632339173	0.60575224595591	M00991	V$CDX_Q5
631	-0.00586653077797783	0.6192759996947	0.610966950547591	M01472	V$IRX5_01
632	-0.00586539519372226	0.476188692121128	0.469800725342498	M01294	V$PROP1_01
633	-0.00586315197510733	0.771874863380073	0.761524264935133	M00071	V$E47_02
634	-0.00586265568973594	0.759256201315924	0.749075671146669	M00185	V$NFY_Q6
635	-0.00586261450751929	0.627701645677284	0.619285131010127	M00485	V$NKX22_01
636	-0.00585489568357718	0.791053221107339	0.780460283978823	M00186	V$SRF_Q6
637	-0.00585013949181706	0.554202926134893	0.546787622504723	M01308	V$SOX4_01
638	-0.00584929476553347	0.443390703632245	0.437458932111836	M01375	V$HOXD10_01
639	-0.00584334489528324	0.688391501598896	0.679191364207004	M01250	V$E2F1_01
640	-0.00582386802673257	0.957147380105592	0.944397756941939	M01656	V$P63_01
641	-0.00581998822409698	0.845489196745562	0.834234362249933	M00075	V$GATA1_01
642	-0.00581847837391007	0.767434952045312	0.757221778847614	M01017	V$PBX1_03
643	-0.00581655520156116	0.686427123571754	0.677295017505303	M00310	V$APOLYA_B
644	-0.00580157327053343	0.0295146772252645	0.0291230237803459	M01659	V$CDX2_Q5_01
645	-0.00579727715000466	0.678208451110869	0.66921539020109	M01014	V$SOX_Q6
646	-0.00578720687572254	0.618020526816629	0.609839699871951	M01281	V$NFAT1_Q6
647	-0.00578676556648478	0.497248385256775	0.490666735179047	M00763	V$PPAR_DR1_Q2
648	-0.00576364397041754	0.702181973354856	0.692924683211712	M01243	V$MTF1_02
649	-0.00575146023863346	0.65929054793868	0.650616973632678	M01022	V$LEF1_Q2_01
650	-0.00574531899236719	0.773919063830963	0.763748245726362	M01343	V$PITX3_01
651	-0.00572279358081038	0.74327621503339	0.733546149823496	M01108	V$HOXA7_01
652	-0.00568613415204498	0.760416069599948	0.750524980560548	M01139	V$LMAF_Q2
653	-0.00566403837659871	0.722613940630738	0.713250849069109	M00796	V$USF_Q6_01
654	-0.00566222113888909	0.500826953684767	0.494339680681134	M00138	V$OCT1_04
655	-0.00564782740715214	0.693521792245698	0.684561207240235	M00050	V$E2F_02
656	-0.00564564716174343	0.0254656846027507	0.0251367837409696	M01298	V$MECP2_01
