# P-values for the first sequence, p-values for the second sequence, matrix IDs, matrix names, and calculated 'Absolute difference log(p) for two sequences' from the norm file. The table is sorted form the highest to the lowest 'Absolute difference log(p) for two sequences'
#/ Rank	Absolute diff_log(p)_for_two_seqs	rs1800057-C	rs1800057-G	Matrix_ID	Matrix_name
337	-0.0347292296558669	0.478243785758791	0.441489222227556	M01449	V$CDX2_01
338	0.0347137367148794	0.770835229787181	0.834978498033904	M00514	V$ATF4_Q2
339	0.0344381594959507	0.167012408673912	0.180795201237621	M01232	V$SATB1_01
340	-0.0342885625595712	0.516913658459073	0.477671626533206	M01242	V$MTF1_01
341	0.0337729786848422	0.675403365468157	0.730022421555745	M00056	V$MYOGNF1_01
342	0.033671864044976	0.149330116784119	0.16136868828877	M01458	V$UNCX4.1_01
343	0.0336472061963421	0.46571682689575	0.503233027024447	M01360	V$DBX2_01
344	0.0331678613816309	0.878513093311176	0.948235258903081	M00650	V$MTF1_Q4
345	0.0327248083517026	0.612451839623896	0.660384318313072	M00255	V$GC_01
346	-0.0316742561402905	0.527626546424613	0.490515100759928	M01375	V$HOXD10_01
347	0.0311767922699839	0.0762679808142868	0.0819443549526477	M00087	V$IK2_01
348	0.030986595854271	0.354284895844568	0.380486483502609	M00707	V$TFIIA_Q6
349	-0.0308218398628722	0.31986174102266	0.297947987928152	M00329	V$PAX9_B
350	-0.0307336509623677	0.52616860909626	0.490220291431347	M00147	V$HSF2_01
351	0.0305574701370895	0.57608164024389	0.618075465464092	M01443	V$MOX1_01
352	-0.030387653510317	0.957954456997112	0.893217470467857	M01419	V$MEIS1_02
353	0.0303176825100799	0.274991017184112	0.294873802344624	M01473	V$BRN4_01
354	-0.0302228958343168	0.623724157661131	0.581794577723592	M00436	V$IPF1_Q4
355	0.0300791592488648	0.554427532824578	0.59418809811035	M00623	V$CRX_Q4
356	0.0291715230453807	0.40656489634759	0.434811879643711	M01385	V$PAX4_05
357	0.029138297204986	0.573110255680505	0.612881450729228	M00766	V$LXR_DR4_Q3
358	-0.0289689196078381	0.630521764669498	0.589835846583414	M00742	V$HFH4_01
359	0.0288748809411804	0.487147155269403	0.520637027520337	M00761	V$P53_DECAMER_Q2
360	-0.0287120019159967	0.350362378206059	0.327948360196032	M00320	V$MTATA_B
361	-0.0282939836703149	0.997953120207668	0.935009786844867	M00200	V$CAAT_C
362	-0.0278109732964779	0.833004963815053	0.781333807249505	M00526	V$GCNF_01
363	-0.0277762319570574	0.396347141881396	0.371791536154176	M01469	V$NKX61_02
364	-0.0270754861921549	0.715766154165065	0.67250523941371	M01594	V$TCF3_01
365	0.0270361984078327	0.911430574960647	0.969973326764963	M00373	V$PAX4_01
366	-0.0264932179513209	0.355123520739917	0.33410749615874	M00478	V$CDC5_01
367	0.0261576318646703	0.226785623496865	0.24086469747816	M01409	V$LMX1_01
368	-0.026086344939744	0.988507356693738	0.93087970264639	M00338	V$ATF_B
369	0.0258651341110311	0.906935263863621	0.962590170962019	M00727	V$SF1_Q6
370	0.0258347468590271	0.506439516730943	0.537480029774163	M00978	V$LEF1TCF1_Q4
371	0.025826284398682	0.195528695545684	0.207508928238997	M00922	V$SRF_Q5_01
372	0.0254843333079194	0.26575779603823	0.281819050124565	M01479	V$POU6F1_03
373	-0.0254186071005499	0.510675136995701	0.48164394728844	M00724	V$HNF3ALPHA_Q6
374	0.0254180582682103	0.544744387898777	0.577578239962415	M01485	V$IRX3_02
375	0.0251655879157375	0.603291743566766	0.639282726168066	M00634	V$GCM_Q2
376	0.0251617950771071	0.800409409843707	0.848152566830353	M01270	V$PPARG_Q6
377	-0.0251438637168933	0.337139381640493	0.318174684550278	M01489	V$NKX61_03
378	0.025014417957993	0.494326445220618	0.523634512184731	M01275	V$IPF1_Q6
379	-0.0249957147506065	0.462549913058222	0.436679585010032	M01474	V$ESX1_01
380	0.0241875953848027	0.441787504619896	0.467090488426498	M01431	V$BARX2_01
381	-0.0238040768243749	0.454967933009257	0.430701824042589	M00477	V$FOXO3_01
382	0.0237374814302954	0.615117602276361	0.649674224144224	M00078	V$EVI1_01
383	-0.0236108712225502	0.352943022587444	0.334267173776007	M01424	V$HOXB4_01
384	0.023518954061707	0.937798937211442	0.989985173151326	M01001	V$DEAF1_01
385	0.0234938472190673	0.510703427521288	0.539091668260613	M01461	V$EMX2_01
386	-0.0226394750538273	0.356810872712952	0.338687060381635	M00806	V$NF1_Q6_01
387	0.022467444388008	0.804417209794341	0.847127534018659	M01298	V$MECP2_01
388	-0.022453059206071	0.343181320290905	0.325889660273527	M00395	V$HOXA3_01
389	-0.021993750252237	0.622962267673701	0.592199439947357	M01388	V$DLX5_01
390	0.0218987043967434	0.0858752882552651	0.0903164611221533	M01368	V$OCT2_01
391	-0.0216237158739584	0.402513824480809	0.382963236751078	M01367	V$LHX9_01
392	-0.0211434957617015	0.581273277848219	0.553651986340196	M01247	V$NANOG_02
393	0.0208970838103312	0.381640681142209	0.400453179408564	M01162	V$OG2_01
394	-0.0208738665245239	0.666577484339761	0.635296954550719	M01456	V$HMBOX1_01
395	0.0208083910510255	0.729192215882973	0.764980588441494	M01665	V$IRF8_Q6
396	0.0207670238290387	0.561886160321408	0.589407094568348	M00081	V$EVI1_04
397	-0.0205733962083492	0.538462498351883	0.513549210260543	M01448	V$HOXD1_01
398	0.020376568415079	0.912976440604074	0.956832986600614	M01655	V$P53_05
399	0.0200975439487917	0.464601421760735	0.486606693358892	M01318	V$IRX3_01
400	0.019835734069273	0.670639035681819	0.70197971528136	M00932	V$SP1_Q4_01
401	-0.0197733649685801	0.423568884593774	0.404716289115754	M00473	V$FOXO1_01
402	0.0196955373962436	0.358129134898072	0.374744433950767	M00241	V$NKX25_02
403	0.0195554156245343	0.728896668150728	0.76246757715769	M01078	V$CETS1P54_03
404	-0.0190853172502042	0.220177174036599	0.210710887354102	M00095	V$CDP_01
405	-0.0186624841457225	0.6852216014365	0.65639998338266	M00209	V$NFY_C
406	-0.0186297508944158	0.589424534350038	0.564674866913414	M01389	V$RAX_01
407	0.0183265402330886	0.489260009295385	0.51034781469193	M01414	V$NKX25_03
408	0.0182655443741876	0.600327230335117	0.626114248871071	M01435	V$PSX1_01
409	0.018255182594094	0.532161335226065	0.555007050007118	M00924	V$AP1_Q2_01
410	-0.0178841058480474	0.431471098859463	0.414064125541753	M01014	V$SOX_Q6
411	0.0176644106421108	0.874643767997719	0.910952258049143	M01200	V$CTCF_01
412	0.0174489837904311	0.62353214076939	0.649094349391198	M01185	V$BCL6_02
413	0.0171815462366636	0.960294237441824	0.999046882598606	M01592	V$LBP9_01
414	-0.0170894328438852	0.412519392452729	0.396602033483102	M00100	V$CDXA_01
415	0.0169479028840823	0.562130454431727	0.584500675627687	M00079	V$EVI1_02
416	0.0167807455033457	0.350319926998207	0.364120882961243	M01032	V$HNF4_Q6_02
417	0.0161846516924836	0.751837683811385	0.780384691534766	M00733	V$SMAD4_Q6
418	-0.0159772561163644	0.776499582189964	0.748452029349005	M00326	V$PAX1_B
419	0.0156951972234217	0.757611646680773	0.785492132740793	M01384	V$RHOX11_02
420	0.0156718323488274	0.711875725727175	0.73803340013063	M00192	V$GR_Q6
421	0.0156678687851505	0.653623835903791	0.677634876486878	M01660	V$GABPALPHA_Q4
422	-0.0142867475505512	0.68844924641422	0.666170169284966	M00456	V$FAC1_01
423	0.0141019632568452	0.286124734204087	0.295567967748464	M00059	V$YY1_01
424	-0.0140654852598627	0.764380162377923	0.74002079226414	M00423	V$FOXJ2_02
425	-0.0140057040839655	0.668956031047278	0.647726804285931	M01198	V$RXRLXRB_01
426	0.0139612109544268	0.475486538720251	0.491020288675374	M00240	V$NKX25_01
427	0.0138453803249042	0.598185385356396	0.617562872546385	M00647	V$LXR_Q3
428	-0.013728812064899	0.378863665593932	0.367074439889851	M01470	V$NKX63_01
429	-0.0132023255534125	0.961343038197511	0.93255844661227	M01395	V$MRG2_01
430	-0.0131133330629893	0.18462339526472	0.179132093055469	M00042	V$SOX5_01
431	-0.0130542326396738	0.838610006839783	0.813777743211092	M01151	V$DMRT7_01
432	0.012901286418595	0.838283803839028	0.863559690130815	M01181	V$NKX32_01
433	-0.0127851988524694	0.174102333112316	0.169051641522613	M01453	V$CART1_03
434	0.0127346980808641	0.39956952814451	0.411459466703272	M01328	V$ISL2_01
435	-0.0127331219093112	0.222523839574174	0.216094355501062	M00790	V$HNF1_Q6
436	-0.0125592278763055	0.480574610849843	0.466876049118115	M00453	V$IRF7_01
437	0.0125030910553436	0.482698670822628	0.496797262387871	M01235	V$IPF1_03
438	-0.0124522341340009	0.992971997609779	0.964905467274987	M00144	V$PAX5_02
439	-0.0123993799268692	0.994432515303066	0.966442313313826	M00327	V$PAX3_B
440	0.0123383350425746	0.877648735857029	0.902940361937685	M01651	V$P53_03
441	0.0121953337632921	0.721729875662286	0.742283858906278	M00484	V$NCX_01
442	0.0121753056643816	0.329181817096132	0.33854089958107	M01152	V$PXRRXR_01
443	-0.0121666718187068	0.632959659668607	0.615473502388278	M00800	V$AP2_Q3
444	0.0120740218534678	0.963559698157646	0.99072392012057	M00339	V$ETS1_B
445	0.0120716951206387	0.444824315445724	0.457362143074399	M01591	V$TAL1_01
446	0.0119893450060613	0.747924743764224	0.768859962896735	M01266	V$ELF1_Q5
447	-0.0116580766150903	0.352603249584965	0.343263980140688	M01340	V$BARX1_01
448	-0.011603279689699	0.475978310247367	0.463429721410704	M01233	V$IPF1_01
449	0.011601996100449	0.801505865058944	0.823206329095484	M00961	V$VDR_Q6
450	-0.0115913378860337	0.967550313015601	0.942067930321777	M00321	V$MUSCLE_INI_B
451	0.0110944165999081	0.969524442381241	0.994610819008708	M00005	V$AP4_01
452	0.0110213031591543	0.184202145807054	0.188936553218772	M01462	V$POU6F1_02
453	0.010952288178697	0.901595168219032	0.924621236025181	M01302	V$MYF_01
454	-0.0106499978443838	0.922635944041171	0.900285741594107	M00965	V$DR4_Q2
455	0.0105630691027854	0.826836940664636	0.847194134902347	M00690	V$AP3_Q6
456	0.0105464835082529	0.339099701703286	0.347435259888413	M00999	V$AIRE_01
457	-0.010496146667483	0.959569714438855	0.936656574463294	M00122	V$USF_02
458	0.0104442888181379	0.706443532480508	0.723638629281867	M00694	V$E4F1_Q6
459	-0.00996212141024554	0.90624313860393	0.88569177177468	M01182	V$MIZF_01
460	-0.00985181292760318	0.303104169042384	0.296305762048011	M01432	V$HOXD8_01
461	-0.00959868072478168	0.797316559959364	0.779887758672686	M01598	V$ZBED6_01
462	0.0095698919356727	0.371390573078669	0.379665179213321	M00377	V$PAX4_02
463	0.00956206159371958	0.700190945268908	0.71577833947075	M00196	V$SP1_Q6
464	0.0094924059564136	0.33081412665996	0.338124354054463	M00658	V$PU1_Q6
465	0.00940706246995961	0.978458545700298	0.999883710380484	M01248	V$DAX1_01
466	-0.00902571017794735	0.97864782625311	0.958518999174735	M00176	V$AP4_Q6
467	0.00878377999702839	0.977111573421782	0.997075252874692	M00007	V$ELK1_01
468	-0.00876210081633979	0.953786559620892	0.934736275898154	M01488	V$MEIS2_01
469	-0.00842966091206271	0.549548251421225	0.538984367721955	M00131	V$HNF3B_01
470	-0.00842813495746841	0.524932211228154	0.514843326952424	M00097	V$PAX6_01
471	0.00809348187470879	0.679116027649926	0.691890650668966	M01117	V$OTX_Q1
472	0.00809299155112381	0.3107737656538	0.316619268892098	M01236	V$IPF1_04
473	0.00805848092432943	0.529870923052453	0.539794641399237	M01382	V$GBX2_01
474	-0.0079906838761789	0.997610579460645	0.979423143865363	M00107	V$E2_01
475	-0.00777943685624423	0.963317780739743	0.946215677919319	M00512	V$PPARG_01
476	0.00775805934885299	0.601119232094723	0.611953865300256	M01269	V$NURR1_Q3
477	0.00774195744826246	0.972459242979414	0.989950241636818	M00085	V$ZID_01
478	-0.0074011133208643	0.901759074836406	0.886521776783639	M00249	V$CHOP_01
479	-0.00740018123990547	0.982392719911791	0.965795003354175	M00956	V$AR_03
480	-0.00728389144048247	0.247306074996515	0.243192900992252	M00912	V$CEBP_Q2_01
481	0.00727199175853585	0.626260512678942	0.636835142306708	M01322	V$NKX26_01
482	0.00715851161499637	0.199589010363571	0.202906115369072	M01209	V$GAF_Q6
483	0.00696916096029812	0.595674420168142	0.605310366551851	M00032	V$CETS1P54_01
484	0.00692536653982206	0.700611496293772	0.711873171478232	M00445	V$XVENT1_01
485	0.00691655819131256	0.978835633527903	0.994549330132643	M00279	V$MIF1_01
486	0.00687420323205816	0.811779536669698	0.824730968711135	M00927	V$AP4_Q6_01
487	-0.00665342932197466	0.46167019995484	0.454651274799394	M01393	V$MSX2_01
488	-0.00656119515470033	0.530646769971187	0.522690166739213	M00772	V$IRF_Q6
489	-0.00650778345458244	0.813885453605967	0.801780524783405	M00201	V$CEBP_C
490	0.0065065334330402	0.281265843597347	0.285511449498032	M00734	V$CIZ_01
491	-0.00637091699581283	0.336591178578268	0.331689568041375	M01332	V$BARHL1_01
492	0.00629039412390386	0.974929144193009	0.989152942724803	M00966	V$DR3_Q4
493	0.00624487631134341	0.0173017914628536	0.0175523774506534	M01003	V$HELIOSA_01
494	0.00606442956245201	0.308529217079922	0.312867697933515	M01255	V$IPF1_05
495	0.0060562109162019	0.161303885650097	0.163569015660208	M00960	V$PR_Q2
496	0.00600528591479978	0.923116950749174	0.935970178606251	M00324	V$MINI20_B
497	-0.00599727386984306	0.510532025652973	0.503530424383676	M00289	V$HFH3_01
498	-0.00596618662486056	0.811197411562628	0.800129660030195	M00236	V$ARNT_01
499	-0.00590696524838417	0.966553643103171	0.953496266460474	M00036	V$VJUN_01
500	0.00588596870703972	0.491166532851978	0.497868599045453	M01172	V$PU1_Q4
501	0.00584510856429775	0.981891603427151	0.995196075584349	M00280	V$RFX1_01
502	-0.00555152777963122	0.718842676554653	0.709712288173759	M00767	V$FXR_IR1_Q6
503	-0.0054188876511866	0.983273150720718	0.97108063316647	M00981	V$CREBATF_Q6
504	0.00540586206067994	0.503361070626951	0.509665793589622	M00258	V$ISRE_01
505	0.00537243828289474	0.86109478720694	0.87181311592731	M00415	V$AREB6_04
506	0.00530860815245784	0.613843013980252	0.62139238350768	M00971	V$ETS_Q6
507	-0.00526835193322953	0.941395950604134	0.930045024922157	M00175	V$AP4_Q5
508	0.00518875418992154	0.332509507034257	0.336506006994369	M01268	V$FXR_Q2
509	0.00506465148199325	0.402762289413541	0.40748671313555	M01229	V$GTF2IRD1_01
510	-0.00505891246791096	0.989182800681096	0.977727080171425	M01241	V$BEN_02
511	0.00493356650172284	0.858764860058078	0.86857601329698	M00083	V$MZF1_01
512	-0.00492657207302438	0.387492204632106	0.383121388453668	M01599	V$FOXP3_01
513	-0.0049210704925203	0.779522741194626	0.770739681135063	M00063	V$IRF2_01
514	0.00490133715408685	0.972487763866517	0.983525179209387	M01037	V$GLI_Q2
515	-0.00485468546594703	0.0962208008892466	0.0951512026684928	M00133	V$TST1_01
516	-0.00481291194985986	0.991931184508614	0.980999151973545	M00139	V$AHR_01
517	0.00461203977608466	0.885049588338403	0.894498556767387	M00051	V$NFKAPPAB50_01
518	-0.00460844974430166	0.732973288742879	0.725236575407683	M01082	V$BRCA_01
519	-0.00456818327357605	0.507564221235976	0.502253321297006	M00616	V$AFP1_Q6
520	-0.00455959681424293	0.999121927259512	0.988687158800667	M01411	V$PKNOX2_01
521	-0.00455731337662964	0.904260511869289	0.894821175032772	M01028	V$NRSF_Q4
522	0.00451116326066821	0.836395663733426	0.845128866426249	M01259	V$CTCF_02
523	0.00431353175929652	0.691250110241365	0.698150004786949	M01383	V$NKX3A_02
524	0.00430988615757806	0.887363485882266	0.896213414476616	M00211	V$PADS_C
525	-0.00430927691726348	0.979247229434134	0.969578718640544	M01263	V$TBX15_01
526	-0.00429909648350218	0.533271613634512	0.528018780895563	M01234	V$IPF1_02
527	-0.00402891050371201	0.615115156467855	0.609435176039534	M00447	V$AR_Q2
528	0.00402527977642275	0.447136425992923	0.451299997286508	M00290	V$FREAC2_01
529	-0.00392678159463099	0.995958752507492	0.986994132682671	M01346	V$TGIF_02
530	0.00379420044777545	0.362098284032663	0.365275603676221	M00926	V$AP1_Q4_01
531	0.00374498335158874	0.350320315494466	0.353354239795804	M00188	V$AP1_Q4
532	0.00369990947661369	0.510126189297792	0.514490701134751	M00216	V$TATA_C
533	0.00369174335022948	0.169773620579493	0.171222941561918	M01257	V$SRF_02
534	0.00368835682859541	0.978549641188174	0.986895613976527	M00002	V$E47_01
535	-0.00365697060840155	0.917254604955402	0.909563303083772	M01457	V$NKX23_01
536	-0.00352328152016179	0.220743026994069	0.218959459377514	M00160	V$SRY_02
537	0.00350326430418524	0.212560640789841	0.214282209072828	M00498	V$STAT4_01
538	-0.00348166119449211	0.251232197937603	0.249226166078969	M00528	V$PPARG_03
539	0.00344015847841684	0.959817213918741	0.967450365515364	M00947	V$CP2_02
540	-0.00339592506567249	0.996079859105099	0.988321478344031	M01657	V$GLI3_Q5_01
541	0.00333841753594008	0.952514906477127	0.959865093685072	M00333	V$ZF5_B
542	0.00327879721938251	0.116836115976463	0.117721532837413	M00493	V$STAT5A_03
543	-0.00326722413572256	0.999591106996326	0.992099337389213	M00033	V$P300_01
544	-0.00318539520421626	0.982629453259153	0.975448583267747	M00984	V$PEBP_Q6
545	0.0031673710418928	0.161152872812077	0.162332479783247	M00086	V$IK1_01
546	-0.00311944024784278	0.528323228254097	0.524541996653803	M00517	V$AP1_01
547	0.00302605164838719	0.942942795779817	0.949535920270029	M00938	V$E2F1_Q3_01
548	0.00293586099559462	0.446007368550413	0.449032623423068	M00641	V$HSF_Q6
549	0.00287248269391185	0.957114430360142	0.963465896784398	M01100	V$LRF_Q2
550	0.00284337403135015	0.477439026035969	0.480575127170326	M00152	V$SRF_01
551	-0.0027764584853834	0.971728472643627	0.965535996939065	M00017	V$ATF_01
552	0.00274726263365041	0.969116277653904	0.975266150147425	M00531	V$NERF_Q2
553	0.00274594130343032	0.957425338097558	0.963498090146792	M01171	V$BCL6_Q3
554	-0.00271535176911453	0.210026750521439	0.208717690882058	M01220	V$STAT3STAT3_Q3
555	-0.00270967405524244	0.733975850413307	0.729410644407298	M00632	V$GATA4_Q3
556	-0.00266407726304799	0.986614705447354	0.980581074657217	M01154	V$CMYC_02
557	-0.0026379557745122	0.17247012678531	0.171425698147801	M01308	V$SOX4_01
558	0.00263085915559924	0.476247390565024	0.479141147105631	M00630	V$FOXM1_01
559	0.002581202922425	0.604797133431557	0.60840241178976	M01146	V$DMRT1_01
560	0.0024593580624791	0.993283276653686	0.998924078381099	M00979	V$PAX6_Q2
561	-0.00230676039445266	0.472954916027492	0.47044947001324	M00935	V$NFAT_Q4_01
562	0.0022727849298525	0.372546725495713	0.374501477505462	M01412	V$MSX1_02
563	0.00225098314625597	0.950549437271279	0.955489001294203	M00073	V$DELTAEF1_01
564	-0.00224102538171578	0.89937996935332	0.894750985732305	M00722	V$COREBINDINGFACTOR_Q6
565	0.00223471089362026	0.0296338440422551	0.0297867212916815	M01138	V$RORA_Q4
566	0.00222246117908023	0.679542854862775	0.683029264610986	M00624	V$DBP_Q6
567	-0.0022044199734641	0.41262941737336	0.410540272925943	M01400	V$DLX3_01
568	-0.0021887697220452	0.958293070608558	0.953475587688283	M00418	V$TGIF_01
569	0.00214571922082281	0.968952816848452	0.973751968913823	M00953	V$AR_02
570	-0.00209805476703971	0.884570382147512	0.880307372669296	M00985	V$STRA13_01
571	0.00209266884652326	0.144456048911207	0.145153797046283	M00146	V$HSF1_01
572	0.00207724392820406	0.970970769455301	0.975626077016958	M00271	V$AML1_01
573	0.00206850107252543	0.179118817946054	0.179973977820228	M00802	V$PIT1_Q6
574	-0.00202782601143096	0.980113674712338	0.975547954352986	M01072	V$HIC1_02
575	0.00201315589540857	0.681407196774192	0.684573166654247	M01217	V$NUR77_Q5
576	0.00200475307429482	0.935865989109502	0.940196040029675	M00792	V$SMAD_Q6
577	-0.00192210025970716	0.941889693041108	0.937730289330505	M01009	V$HES1_Q2
578	0.00192107988462864	0.496873291669283	0.499076054096869	M01153	V$PXRRXR_02
579	-0.00191674454702773	0.589068607737982	0.586474501341808	M01401	V$LBX2_01
580	0.0018987359244842	0.178412695945944	0.179194424050174	M01035	V$YY1_Q6_02
581	-0.00189639993243361	0.82483176105918	0.8212378846287	M00309	V$ACAAT_B
582	0.00189478125504117	0.503573883448408	0.505775723168257	M01023	V$HSF1_Q6
583	-0.00187187008147864	0.839485701963862	0.835875187439409	M01067	V$GFI1_Q6
584	0.00186898783157617	0.969189878111145	0.973369777818646	M01043	V$NKX25_Q5
585	-0.00185178049478574	0.0969210912596223	0.0965087109427207	M00495	V$BACH1_01
586	0.00185045711886267	0.226264816932022	0.227230950784897	M00268	V$XFD2_01
587	-0.00180402857554685	0.10095285599775	0.100534374743277	M01301	V$MEF2_05
588	0.00178401442085729	0.282156889898745	0.283318330547148	M00186	V$SRF_Q6
589	0.00170588554025408	0.247881697540234	0.248857278375479	M00619	V$ALX4_01
590	0.00168257021837524	0.855219995681696	0.85853976792504	M01284	V$SOX9_Q4
591	-0.00165616010768591	0.979993928139718	0.976263887391857	M00466	V$HIF1_Q5
592	0.0016183133617565	0.586658853424834	0.58884900083108	M00082	V$EVI1_05
593	-0.0015826218008145	0.997130645402039	0.99350359303537	M00928	V$E2_Q6_01
594	-0.00158223977282465	0.931990455033051	0.928601166277789	M00446	V$SPZ1_01
595	-0.00157160828227343	0.70717708631774	0.704622605706067	M00449	V$ZIC2_01
596	0.00152033270680105	0.959931550679431	0.963297867456256	M00712	V$MYOGENIN_Q6
597	0.0014839017524378	0.839197412331903	0.84206969471545	M00807	V$EGR_Q6
598	0.00145631954624742	0.52058944512039	0.522338067728256	M00699	V$ICSBP_Q6
599	0.001433724196799	0.978875560631619	0.982112435036845	M01142	V$LRH1_Q5
600	0.00142735633624929	0.992182937011597	0.995449219357987	M00518	V$PPARA_02
601	0.00140264085470876	0.120614872570677	0.121005052157645	M00494	V$STAT6_01
602	-0.00138914632498832	0.96344588836859	0.960369107101808	M01264	V$TBX15_02
603	0.00130362865965727	0.425518559328748	0.426797764106084	M01394	V$HOXA7_03
604	0.00129578282594886	0.815452301437012	0.817888959134113	M00678	V$TEL2_Q6
605	-0.0012497568580748	0.800292211687529	0.797992544020291	M00181	V$E2_Q6
606	-0.00119649172142605	0.997264048270068	0.994520343103328	M00513	V$ATF3_Q6
607	0.00119566001722821	0.804056044405604	0.806272748296748	M00123	V$MYCMAX_02
608	0.00117409024444082	0.21588500891626	0.216469431286757	M01137	V$FOXO3A_Q1
609	-0.00116835058446113	0.572421751786201	0.570883877083958	M00789	V$GATA_Q6
610	-0.00114001153230214	0.0594649898436648	0.059309100509775	M00640	V$HOXA4_Q2
611	0.00113617982279357	0.457699674252074	0.458898653256804	M00293	V$FREAC7_01
612	-0.00111271373123214	0.931598587339456	0.92921477688912	M00778	V$AHR_Q5
613	0.00110526935489685	0.314666137805628	0.315467975703927	M01286	V$SOX_01
614	-0.00110383297535954	0.219830038586113	0.219272012772864	M00672	V$TEF_Q6
615	0.00108495873866365	0.294224947298489	0.294960901852263	M00497	V$STAT3_02
616	-0.00107976891374892	0.997248374849145	0.994772035985989	M00281	V$RFX1_02
617	0.00105279090986461	0.965064534447051	0.967406824493026	M00444	V$VDR_Q3
618	0.00103751541509019	0.951443381269088	0.953719065798096	M00794	V$TTF1_Q6
619	0.00102126812384131	0.995852822863366	0.998197382901436	M01044	V$TBX5_Q5
620	0.000983177147291816	0.932903989322166	0.935018335503007	M00804	V$E2A_Q2
621	0.000971034677450744	0.472664525783939	0.473722534011997	M00432	V$TITF1_Q3
622	-0.000964267439049482	0.475263704592815	0.47420964347091	M00991	V$CDX_Q5
623	0.000940562502183447	0.912949210789526	0.914928550477775	M01596	V$GLI3_01
624	-0.000914196276318419	0.986327513067408	0.98425346285468	M01020	V$TBX5_02
625	-0.000907688440697108	0.218289865373481	0.217834109471586	M01451	V$HOXB8_01
626	0.00090114175061462	0.111170694670119	0.111401608406338	M01212	V$STAT1STAT1_Q3
627	0.000896285303685129	0.0595625127570173	0.0596855632037706	M00157	V$RORA2_01
628	0.000883367893677954	0.87956225356349	0.881353130079201	M01656	V$P63_01
629	-0.000879829364881513	0.00483159282316192	0.00482181449454122	M00496	V$STAT1_03
630	-0.000879724114263486	0.737406944892402	0.735914736009285	M00698	V$HEB_Q6
631	0.000879693555044719	0.63532482044141	0.636613019099137	M00155	V$ARP1_01
632	0.000874323203798988	0.41028584710125	0.411112668035795	M00474	V$FOXO1_02
633	0.000845246155760759	0.221298245355528	0.221729366729862	M01224	V$P50RELAP65_Q5_01
634	0.000812316116103606	0.35041470507347	0.351070743536695	M00805	V$LEF1_Q2
635	0.000803370982535245	0.971429168732092	0.973227810676495	M00929	V$MYOD_Q6_01
636	0.000798685741426705	0.782724252475579	0.784165039585941	M00411	V$HNF4_01_B
637	0.000797752553111885	0.996345095021857	0.998176956440429	M00257	V$RREB1_01
638	-0.000759090732605605	0.158747210489088	0.158469983192085	M01356	V$PMX2B_01
639	-0.000755651695084212	0.946090315024639	0.944445594260751	M00769	V$AML_Q6
640	-0.000755017094639432	0.686561724832726	0.685369180294043	M01131	V$SOX10_Q6
641	0.000730026263538797	5.64173732673368e-05	5.65122876657886e-05	M01281	V$NFAT1_Q6
642	0.000716500007762799	0.126061859522023	0.126270008314823	M00148	V$SRY_01
643	0.000688874352371069	0.816330825385085	0.817626710147608	M00743	V$CETS168_Q6
644	0.000678367992820044	0.997974787404999	0.999534842136277	M00312	V$BEL1_B
645	-0.000664732418005798	0.386674835868675	0.386083442931025	M00489	V$NKX62_Q2
646	-0.000654677023760454	0.99891474014202	0.997410060959793	M01202	V$VDRRXR_01
647	-0.00063009911165518	0.36217741622825	0.361652329658108	M01327	V$VAX2_01
648	-0.000627996954291837	0.993310410359314	0.991875105177947	M00235	V$AHRARNT_01
649	-0.000611305527542239	0.344895093441026	0.344409966480773	M00053	V$CREL_01
650	-0.000603748653392411	0.459617364674213	0.45897885651288	M01455	V$EN2_01
651	-0.000577802107784797	0.470399883520532	0.469774461530659	M01196	V$CTF1_01
652	0.000575135009753036	0.316373302348631	0.31679255220315	M00704	V$TEF1_Q6
653	0.000570617340741819	0.363499869923865	0.363977784475145	M00921	V$GR_Q6_01
654	0.000565821638059849	0.227345094195831	0.227641484347535	M00215	V$SRF_C
655	0.000551335920242257	0.366901259432121	0.367367335578647	M00725	V$HP1SITEFACTOR_Q6
656	-0.000545151830431911	0.600190719082654	0.599437797248627	M00791	V$HNF3_Q6
657	-0.000501047866887008	0.951069924023628	0.949973302275672	M01288	V$NEUROD_02
658	0.000469539103176183	0.998562740400645	0.999642924058688	M00480	V$LUN1_01
659	-0.000455352439282602	0.876623465683638	0.875704818407728	M01073	V$HIC1_03
660	0.000453579645759483	0.34725943744773	0.347622306652633	M01331	V$ISX_01
661	0.000450238633399713	0.918641241567324	0.91959410250563	M01303	V$SP1_02
662	0.000450170834945626	0.793174882782936	0.793997479745873	M00340	V$ETS2_B
663	0.000448475720612809	0.926248124149635	0.927205111558267	M00720	V$CACBINDINGPROTEIN_Q6
664	-0.00044719074922607	0.77697069958785	0.776171068693853	M00486	V$PAX2_02
665	0.000444908322194792	0.436436514424309	0.436883846221745	M00410	V$SOX9_B1
666	0.000442481568742742	0.608082612033481	0.60870247361287	M00450	V$ZIC3_01
667	-0.000441177524583836	0.181010399794465	0.180826613963702	M01013	V$IPF1_Q4_01
668	0.00043552539034819	0.536569231004127	0.537107590915743	M00463	V$POU3F2_01
669	-0.000428860898242567	0.627541226713422	0.626921842703882	M01249	V$HIF2A_01
670	0.000427841377609539	0.346110876348751	0.346452012431294	M01223	V$P50P50_Q3
